horizon,mse_mean,mse_std,n_seeds
1,0.002938814335114633,0.0009319112440563626,3
3,0.04012369240323702,0.008760371580659135,3
5,0.2170768277719617,0.02198141406212046,3
10,0.6139495378981034,0.11508440559234727,3
15,0.8695156996448835,0.0844204438174438,3
20,1.2208269188801448,0.09658167302175472,3
