step,n_seeds,stable_rank_mean,stable_rank_std,effective_rank_mean,effective_rank_std
0,3,3.664106477979226,0.6059808585017801,18.832611784655892,1.0602699514936984
500,3,2.7694711015243407,0.04644889290795202,4.183909437054283,0.10295755212681035
1000,3,2.396507174271741,0.4898252337915062,3.6200600192992325,0.39636502272202073
1500,3,2.228927495467,0.1942945648143533,3.3956849507587945,0.08203494067966864
2000,3,2.1476384168620197,0.3030888751699909,3.5123375848047327,0.38986909772763634
2500,3,2.3313144664246486,0.16546177399356718,3.5073149315368126,0.11729901567151857
3000,3,2.33124178165462,0.3217259171658726,3.6269731584917775,0.2380563763968347
3500,3,2.1819077317130606,0.22061565341801562,3.5732640584101527,0.04086640621354864
4000,3,2.356137258691038,0.1557552897044655,3.895865001313381,0.4356864699942284
4500,3,2.2177580737954625,0.268027972318348,3.60002205559024,0.02834727144726284
5000,3,2.7311660550004837,0.22434044224552835,4.242370173798674,0.5132039423668122
5500,3,2.5296817319962086,0.32611064125667466,4.330807577719844,0.19948743897788723
6000,3,2.504071418716132,0.03757523554714032,4.250462416214131,0.07855673699682952
6500,3,2.3324442721659016,0.3828311153452876,4.216788475712235,0.34454709567257064
7000,3,2.6960836994299306,0.04936883536188714,4.43030622321613,0.42856350535091225
7500,3,2.8854938736452596,0.21754362008768732,4.728115697776432,0.21381098035351226
8000,3,3.114329760323747,0.3446401432780917,5.721137878787242,0.5568800094154138
8500,3,2.6452801782285693,0.4599670100497805,5.102151271585588,0.5420442549074596
9000,3,3.4566085165078655,0.43621830273562817,5.984750836665767,0.6405435638288349
9500,3,3.5901794711434487,0.9744823661457849,7.152426834738427,1.5324904269524802
10000,3,3.2233033829260704,0.09822455719467646,6.049001594239445,0.5170995637189494
10500,3,3.6919434777996774,0.11478599181939338,6.941600485084194,0.7816095489629644
11000,3,3.2371374074318693,0.0736649996662868,6.528936783739921,0.4010734086615516
11500,3,3.7343289999006175,0.3382571821265241,7.277470345932204,0.7215191018847482
12000,3,4.296138726170362,1.3712682898076967,8.200665876332126,1.988381986744384
12500,3,4.189286354537926,1.054263153697289,7.874745926568383,1.6290747212174244
13000,3,3.671913807475748,0.22812184691551873,7.35905300384823,0.629225633097382
13500,3,3.1601321628350605,0.3452793624637904,6.410216588889806,0.28211370943303066
14000,3,3.645018907395793,0.4673853545972327,7.246924433590138,1.486900668994177
14500,3,3.8471574663454287,0.34460813026258175,8.239897647424796,1.3676743187735658
15000,3,4.015004180317602,0.675261283559629,8.924735655710126,0.3084146464400745
15500,3,4.619276048203829,1.1143926737686805,9.193306014025664,1.8026985184779745
16000,3,5.371484735153768,0.7962223267402267,10.453900388132595,0.6958485291254691
16500,3,5.296896641965548,0.5238887942610593,10.290614617451109,0.7012922915894984
17000,3,5.255334213307786,0.9006181805903043,10.30032217118808,0.7135289081524486
17500,3,5.486684194664048,1.1095285730851268,11.050655571832328,1.046449903305414
18000,3,6.516808892750341,0.997105841412397,11.409413775023669,0.42603328069661894
18500,3,6.202276128839712,0.7038243764686859,11.226175586472587,0.8774583628694522
19000,3,5.549977708570078,0.7432495943282003,10.849437574460424,0.449142992881934
19500,3,5.764807275822678,1.4143777400586572,11.180914915020637,1.3834136916018043
20000,3,6.60653642593164,1.5276729497241914,11.46112911991626,0.9167989916338518
20500,3,6.979312813133042,0.8121472233663825,11.916317054110342,0.28888530896373393
21000,3,6.500839036162006,0.5027568570747636,11.849466266376126,0.08692744526203636
21500,3,6.216673871736284,0.36669979779302586,12.055771907733465,0.4249665612452532
22000,3,7.015770562087374,0.8750825623873992,12.268202624456867,0.5479585009339167
22500,3,6.357698839727043,0.2882202492499673,11.90677057565891,0.20046862259971604
23000,3,7.332817955979163,0.13400786398339967,12.52138955191924,0.3588636275442947
23500,3,7.313105891399587,0.5930390637478516,12.631790951253716,0.23508071985055207
24000,3,7.431977499966471,0.8446537906653819,12.622410228328057,0.1547606016696539
24500,3,7.581656666763202,1.0217159354528997,12.714003026650381,0.5372885098054363
25000,3,7.96084916632134,0.9140696173383531,13.089272430447087,0.5155283635329598
25500,3,7.825999654466079,0.4844606536480948,12.978673967128225,0.6032929774532826
26000,3,7.934883183592906,1.0946365523398436,13.131527536590323,0.4560391726470408
26500,3,8.240372449980342,0.3735249408171008,13.231484681953564,0.3523322513894822
27000,3,7.722165817357805,1.0391151232478855,12.96389173009003,0.2007733559166851
27500,3,7.835426111895403,0.14584905275973103,13.239145311669239,0.397727714962349
28000,3,7.793372028769358,0.058745669968880455,13.232840747582733,0.4458245830508157
28500,3,8.173705646908115,0.07412979709362906,13.370407026811359,0.4619394307891726
29000,3,7.755536640747728,0.4609578072349856,13.224278041194722,0.36313268727673287
29500,3,8.128307684941543,0.33670163624220595,13.462988878422625,0.3291746927712393
30000,3,8.322846174803512,0.6732183141340013,13.551773494126444,0.37577767064961876
30500,3,8.219083477575966,0.5556649686205042,13.457147496932295,0.18169901058170798
31000,3,8.943941628452396,0.22144233627302445,13.682715972839775,0.44844410351263153
31500,3,8.877971782763137,0.17413164314119886,13.709313884919279,0.370825904186341
32000,3,8.661305968781969,0.40887117970534526,13.713428129072822,0.46394135135291237
32500,3,8.952933546922234,0.4508496045377281,13.777917203906426,0.44088895646554804
33000,3,8.779279028425718,0.46475903766295573,13.773458738308113,0.36949973488550414
33500,3,8.916418115009396,0.13077108281467062,13.841153480080402,0.41669595111883007
34000,3,8.808415424040515,0.27476500842058277,13.841674516118205,0.45807093327179
34500,3,8.996430100031795,0.191896105892902,13.830939538233425,0.42029206758926746
35000,3,8.899047041396015,0.21561569497953273,13.850527010674508,0.4388216301997122
35500,3,8.990587278259232,0.3112752367461811,13.892762224025146,0.4391335328380615
36000,3,8.88607198664722,0.2918463735460568,13.878503885183793,0.4140582647342621
36500,3,8.974263242204016,0.046220489917259494,13.92594949287914,0.41566592952586784
37000,3,9.096372122544246,0.24551726407730246,13.93448732319367,0.46075955652014305
37500,3,8.979688531210549,0.20266243248401075,13.90301160944227,0.40576403653013365
38000,3,9.158156953609671,0.3606668287848768,13.946889306156448,0.4499717636497086
38500,3,8.73947383949384,0.42143812549540566,13.884958816021872,0.42752568024847604
39000,3,9.383590030607023,0.327934779915286,13.97131944230321,0.481639409589045
39500,3,8.90421417498452,0.12640387837165754,13.93362848236031,0.3971967148378476
40000,3,8.96341672135107,0.14316903873960393,13.908941595525244,0.4445571206063469
