step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,validate/sigreg_loss_step_mean,validate/sigreg_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_pre_clip_mean,fit/grad_norm_pre_clip_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,fit/rand_diff_loss_mean,fit/rand_diff_loss_std,fit/sigreg_loss_mean,fit/sigreg_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std,validate/sigreg_loss_epoch_mean,validate/sigreg_loss_epoch_std
99,3,,,,,,,0.0,0.0,3.097686290740967,0.5302542010432179,0.7800673842430115,0.02152721533206284,0.2460514505704244,0.007396919446233169,1.1880525747934978,0.018292837173730935,5.8125,0.31715286140913185,,,,,,
149,3,,,,,,,0.0,0.0,3.6718204021453857,0.3956395764632533,0.654850701491038,0.0036480838519734123,0.22346924245357513,0.005500302629569523,1.211063067118327,0.010621851633047921,4.666666666666667,0.09021097956087903,,,,,,
199,3,,,,,,,0.0,0.0,1.8281896114349365,0.5701034366914619,0.5552243590354919,0.010441820990530199,0.1848833163579305,0.02207444297796581,1.226811130841573,0.007527980711769523,3.9739583333333335,0.15651020001371582,,,,,,
249,3,,,,,,,0.0,0.0,1.6762402852376301,0.1753023120349911,0.5235116283098856,0.03412644748052135,0.17379971841971079,0.017598323327249785,1.2472325960795085,0.021615007370908355,3.7447916666666665,0.38727732177127716,,,,,,
299,3,,,,,,,0.0,0.0,2.1856807867685952,0.6875112208195853,0.4470682243506114,0.016229411508829072,0.15163679917653403,0.013350484907896925,1.2879353761672974,0.021730584617540124,3.1354166666666665,0.08605578980134534,,,,,,
349,3,,,,,,,0.0,0.0,1.6554982662200928,0.5263240541149494,0.41064395507176715,0.010618874734201552,0.12911670903364816,0.012796731596738675,1.3298075993855794,0.006454963866752238,2.9739583333333335,0.047735163489123336,,,,,,
399,3,,,,,,,0.0,0.0,1.2945262591044109,0.2687509658663765,0.3931346933046977,0.010704421179524208,0.11238827308019002,0.015790887048072896,1.349381963411967,0.0027940441492012563,2.96875,0.258167369404036,,,,,,
449,3,,,,,,,0.0,0.0,1.7215428749720256,0.4231451019881123,0.4210948944091797,0.03331933779257195,0.12871885051329932,0.006900376002277066,1.3730209271113079,0.006841577263257559,3.0989583333333335,0.2982424646295918,,,,,,
499,3,,,,,,,0.0,0.0,1.4385194778442383,0.31396143202405213,0.35154297947883606,0.010827043620168645,0.09717483321825664,0.01303556412769902,1.3808253208796184,0.01646366701179107,2.671875,0.05633673867912483,,,,,,
549,3,,,,,,,0.0,0.0,2.2348092794418335,1.680001704896159,0.3665219346682231,0.025071581535559134,0.11130076398452123,0.032652894404143866,1.3684707482655842,0.0234567555569382,2.6875,0.4230308240837776,,,,,,
599,3,,,,,,,0.0,0.0,1.8955768744150798,0.6840300918392992,0.35155612230300903,0.008875403816173051,0.0857662782073021,0.011829760108460628,1.4487768014272053,0.08702676228424892,2.7916666666666665,0.15728821740147395,,,,,,
649,3,,,,,,,0.0,0.0,1.6388767162958782,0.22809448187352876,0.34680630763371784,0.04023959030998167,0.07902098447084427,0.023221954849881724,1.4530117511749268,0.10497602962594531,2.8125,0.3125,,,,,,
699,3,,,,,,,0.0,0.0,1.8788864612579346,0.24275624704730042,0.33609259128570557,0.0351584466336755,0.08714348822832108,0.024463746006363755,1.4899630546569824,0.09911022248061892,2.6041666666666665,0.2189359328852469,,,,,,
749,3,,,,,,,0.0,0.0,2.3343058824539185,0.9393873899022498,0.32094613711039227,0.03769296661709861,0.09476608783006668,0.03205234428235173,1.5242551962534587,0.12301432770537084,2.34375,0.09504316453590968,,,,,,
799,3,,,,,,,0.0,0.0,2.8460795084635415,1.0800247335814772,0.3132384816805522,0.004531983079904449,0.08418273429075877,0.0127069071318057,1.5188554128011067,0.10129023234662377,2.375,0.09504316453590968,,,,,,
849,3,,,,,,,0.0,0.0,2.757850766181946,1.0660902455212682,0.2911527951558431,0.01278232507642024,0.07100365807612737,0.019957053369070415,1.5722060998280842,0.06251281230037753,2.2708333333333335,0.10403637685124052,,,,,,
899,3,,,,,,,0.0,0.0,2.257570823033651,0.3559860364420266,0.2920571565628052,0.028944415342894308,0.06948428601026535,0.008108794401192955,1.5541619857152302,0.04723590365024969,2.3020833333333335,0.2634716639571196,,,,,,
949,3,,,,,,,0.0,0.0,1.6272776126861572,0.07354635543685775,0.2873986264069875,0.01682933010865235,0.07240256418784459,0.014928981570574954,1.6428354978561401,0.1079190649842672,2.203125,0.027063293868263706,,,,,,
999,3,,,,,,,0.0,0.0,2.4120327631632485,0.4807334831934183,0.2685757080713908,0.011431863464420483,0.05948784574866295,0.013895551233482644,1.7030563354492188,0.12295939637881743,2.1354166666666665,0.1016626109163705,,,,,,
1049,3,,,,,,,0.0,0.0,1.877987543741862,0.570964891107701,0.27734829982121784,0.019241460440308562,0.0668004813293616,0.016527828314588756,1.6862927277882893,0.055470664448566555,2.15625,0.05633673867912483,,,,,,
1099,3,,,,,,,0.0,0.0,1.8700069586435955,0.8100797216880129,0.2873051365216573,0.024774601754425293,0.07015505060553551,0.012191154958021262,1.7280295292536418,0.1137280393429462,2.21875,0.13621559198564606,,,,,,
1149,3,,,,,,,0.0,0.0,2.0373849868774414,0.5350315367005075,0.2724844018618266,0.013123080388806116,0.07068329056104024,0.006573523041054532,1.7556324005126953,0.11648534905902533,2.0494791666666665,0.08353653610596583,,,,,,
1199,3,,,,,,,0.0,0.0,2.4448181788126626,0.7623630129487481,0.28244948387145996,0.02207296643492993,0.07607873405019443,0.01987854153767541,1.7894187768300374,0.053771912006652114,2.09375,0.10245997694221876,,,,,,
1249,3,,,,,,,0.0,0.0,1.6835246880849202,0.7646770215755431,0.2488314857085546,0.002290520688559673,0.05949872483809789,0.006562437450184332,1.7783278226852417,0.13162852667934505,1.9088541666666667,0.10664372515335037,,,,,,
1299,3,,,,,,,0.0,0.0,2.3626004457473755,1.9450963449195715,0.264371857047081,0.025280021882883648,0.06475520133972168,0.012687731145866353,1.797603448232015,0.056363374605518435,2.0208333333333335,0.16852801757670247,,,,,,
1349,3,,,,,,,0.0,0.0,1.5690657297770183,0.6571497617733391,0.25571848452091217,0.009296211541972408,0.061005050937334694,0.011092567030369512,1.763010303179423,0.09317609331794736,1.9661458333333333,0.07259041596232475,,,,,,
1399,3,,,,,,,0.0,0.0,3.307377815246582,1.624654815778535,0.26721179485321045,0.0037571755547319377,0.06807464982072513,0.01564633340850354,1.8147564331690471,0.12118656221709584,2.0104166666666665,0.1641244922561326,,,,,,
1449,3,,,,,,,0.0,0.0,4.045090119043986,2.0647891420956097,0.2607305844624837,0.0227841020603544,0.06225598479310671,0.010190581624398424,1.8136056264241536,0.040933875079390655,2.0052083333333335,0.20392470781720723,,,,,,
1499,3,,,,,,,0.0,0.0,2.4057117700576782,0.9193591851715113,0.25010748704274494,0.025088066503345625,0.05756646146376928,0.024378079559161256,1.8712896903355916,0.11079435583900747,1.9270833333333333,0.07667933262674717,,,,,,
1549,3,,,,,,,0.0,0.0,2.3707438309987388,0.7162113815434155,0.25590627392133075,0.012832371695868039,0.06853225827217102,0.014943987012230679,1.8103180329004924,0.04657056596433109,1.8802083333333333,0.08353653610596583,,,,,,
1599,3,,,,,,,0.0,0.0,3.1947244008382163,0.9806388235113975,0.2615853448708852,0.014186943195724212,0.06908006593585014,0.009545839125080512,1.9002665281295776,0.035465629601725286,1.9296875,0.06394806853025352,,,,,,
1649,3,,,,,,,0.0,0.0,1.6101083358128865,0.6255166647295013,0.2610577940940857,0.03776336462943684,0.07000603278477986,0.025178538645123705,1.885123570760091,0.03305916457977011,1.9140625,0.15683484296784947,,,,,,
1699,3,,,,,,,0.0,0.0,1.6956567366917927,0.4481687311533365,0.24995211263497671,0.014341912664361111,0.06553871308763821,0.018966427287427454,1.872329831123352,0.05407191847367956,1.84375,0.129083684702018,,,,,,
1749,3,,,,,,,0.0,0.0,1.6894894043604534,0.5037069137996034,0.24490189055601755,0.007523134630937077,0.061084906260172524,0.004258731167592804,1.9103436470031738,0.06240462784132356,1.8307291666666667,0.044423755492791615,,,,,,
1799,3,,,,,,,0.0,0.0,1.5971366961797078,0.3131600716326667,0.2569923897584279,0.022232176709826457,0.06846340497334798,0.002164828567043599,1.9258149862289429,0.07291005049616192,1.8802083333333333,0.23047978434036973,,,,,,
1849,3,,,,,,,0.0,0.0,2.384185314178467,0.8896407327948088,0.2592262327671051,0.02698927112948198,0.07236101726690929,0.015188510978865921,1.8570942878723145,0.06647454674137314,1.8671875,0.16143733062321738,,,,,,
1899,3,,,,,,,0.0,0.0,2.0215197006861367,0.7076665883466084,0.2531224191188812,0.022954285848425304,0.06870355705420177,0.012900312135060099,1.8728747765223186,0.09218666380826589,1.84375,0.109375,,,,,,
1949,3,,,,,,,0.0,0.0,2.391834020614624,1.3698331485466457,0.2516791919867198,0.031094209744464738,0.06688170383373897,0.022600498991329595,1.8781859874725342,0.07337771883337897,1.8463541666666667,0.12161765030037101,,,,,,
1999,3,,,,,,,0.0,0.0,2.1661986907323203,0.9054139339786942,0.2620655099550883,0.007602615670019795,0.06515683109561603,0.01199407633775409,1.8523262739181519,0.06415145113673852,1.9817708333333333,0.11384110934580413,,,,,,
2049,3,,,,,,,0.0,0.0,2.4693299929300943,0.9382562671726435,0.2456228882074356,0.014238523097445936,0.0608856293062369,0.009748207699559641,1.9047149022420247,0.044656019094653415,1.84375,0.071602745233685,,,,,,
2099,3,,,,,,,0.0,0.0,1.7326771815617878,0.25974852503139184,0.25011487305164337,0.008888155983880004,0.06516603132088979,0.009927131715645743,1.8607699871063232,0.03685175093149395,1.8489583333333333,0.011933790872280834,,,,,,
2149,3,,,,,,,0.0,0.0,2.408584952354431,0.7894018670099603,0.24326322476069132,0.007293667363349245,0.06487370158235232,0.010077214743250504,1.9209836324055989,0.07353483912806344,1.7708333333333333,0.05201818842562026,,,,,,
2199,3,,,,,,,0.0,0.0,2.7453498045603433,1.0933181672571133,0.24218455453713736,0.007020327433582322,0.05696554854512215,0.004381745606920276,1.8552344640096028,0.043561633582652144,1.8515625,0.028168369339562415,,,,,,
2249,3,,,,,,,0.0,0.0,2.5793055295944214,1.2543063801943775,0.23530071477095285,0.01149481980302339,0.05413861076037089,0.008062848349728301,1.8401686747868855,0.027277203897686585,1.8098958333333333,0.047091513854232096,,,,,,
2299,3,,,,,,,0.0,0.0,2.3156461318333945,1.292057915563188,0.2501879384120305,0.006261550658885826,0.06872006754080455,0.01062440218615669,1.870745023091634,0.03819616730548155,1.8072916666666667,0.06068323019651585,,,,,,
2349,3,,,,,,,0.0,0.0,2.5583197275797525,1.1184373043700206,0.24609713753064474,0.007222265566910232,0.06616288671890895,0.008367621496810942,1.880144437154134,0.09840481218785949,1.7916666666666667,0.06068323019651585,,,,,,
2399,3,,,,,,,0.0,0.0,2.5876848697662354,0.15198760868248407,0.24378002186616263,0.012166465013111768,0.057064514607191086,0.008168812721518459,1.8746751149495442,0.10788665134998265,1.8671875,0.034053897996411515,,,,,,
2449,3,,,,,,,0.0,0.0,1.6423249244689941,0.5200090099944069,0.2421183536450068,0.026419485532272767,0.0658435287574927,0.021325021602683986,1.8397213617960613,0.06126318558586551,1.7578125,0.10216169398923454,,,,,,
2499,3,,,,,,,0.0,0.0,1.8420517444610596,0.47515293769123323,0.24332249661286673,0.0336622617198413,0.06374861920873325,0.01855638160384534,1.8766593138376872,0.08452241620251782,1.7864583333333333,0.16834683707181236,,,,,,
2549,3,,,,,,,0.0,0.0,2.607444723447164,1.0492045705496233,0.2344171106815338,0.01581306231166206,0.061371242006619774,0.011513393678272784,1.8097960551579793,0.06514521650887865,1.7239583333333333,0.06266254903914564,,,,,,
2599,3,,,,,,,0.0,0.0,2.5080665349960327,0.9700443129090845,0.2588329215844472,0.009317364382532573,0.06756249070167542,0.003759540419757154,1.939543644587199,0.09611250733939707,1.9114583333333333,0.07707629472369136,,,,,,
2649,3,,,,,,,0.0,0.0,0.956052303314209,0.14460343099962658,0.2301656554142634,0.01102576237330514,0.05698243776957194,0.006369196738917647,1.8235301971435547,0.06353190265009966,1.7213541666666667,0.05651701670367371,,,,,,
2699,3,,,,,,,0.0,0.0,1.6402730544408162,0.005207718660391302,0.229957381884257,0.012932069901513419,0.050318257262309395,0.011352256786308216,1.883183757464091,0.08980346238251506,1.7838541666666667,0.01626301562082916,,,,,,
2749,3,,,,,,,0.0,0.0,1.8448015054066975,0.8700326223235473,0.23922285437583923,0.009764245080024688,0.06581591938932736,0.010496962205233669,1.8459009726842244,0.07358120674477824,1.7239583333333333,0.05201818842562026,,,,,,
2799,3,,,,,,,0.0,0.0,1.118577281634013,0.3489641797932936,0.23365144928296408,0.02083794104661022,0.052580349147319794,0.014158916528587464,1.8636202812194824,0.10510819175647258,1.8046875,0.129083684702018,,,,,,
2849,3,,,,,,,0.0,0.0,1.3367598454157512,0.12590024319199417,0.2288908859093984,0.010181738765102996,0.050829329838355385,0.006514583462614265,1.8556345701217651,0.1353897324907175,1.7708333333333333,0.03252603124165832,,,,,,
2899,3,,,,,,,0.0,0.0,1.2634366949399312,0.45026422634766017,0.2255895882844925,0.0070509939173304635,0.04417938863237699,0.0026269322813098264,1.8649781147638957,0.10453543577911661,1.8125,0.09789034442298178,,,,,,
2949,3,,,,,,,0.0,0.0,1.7818549672762554,0.7023405628610382,0.25022293627262115,0.031169692947543723,0.07022438943386078,0.029458148356062266,1.8540219863255818,0.05458851320720448,1.7942708333333333,0.08353653610596583,,,,,,
2999,3,,,,,,,0.0,0.0,1.7982972860336304,0.6310037644531948,0.22232818603515625,0.003741151654411549,0.04622607305645943,0.004806879708550718,1.8224505186080933,0.06618317582244249,1.7552083333333333,0.01626301562082916,,,,,,
3049,3,,,,,,,0.0,0.0,1.600741406281789,0.6381527624179483,0.23993457853794098,0.026670702702414836,0.057129938155412674,0.01291869979460301,1.8091091712315877,0.12383086441140585,1.8307291666666667,0.14952997104120408,,,,,,
3099,3,,,,,,,0.0,0.0,1.4773688713709514,0.23884133269393928,0.22478610277175903,0.007070754661726541,0.05259223282337189,0.0030508422421356637,1.789699951807658,0.12472062473443206,1.7161458333333333,0.11276372445109878,,,,,,
3149,3,,,,,,,0.0,0.0,1.1992960969607036,0.3697327792645819,0.2458269993464152,0.013277894683653002,0.061884971956411995,0.007118622584839396,1.7926403284072876,0.05873994941436946,1.8463541666666667,0.06825699178167269,,,,,,
3199,3,,,,,,,0.0,0.0,1.830169677734375,0.9646320240002467,0.23265060782432556,0.02005197794862033,0.05317851776878039,0.011344141118261637,1.866479714711507,0.12407671264045676,1.7890625,0.09600160724566022,,,,,,
3249,3,,,,,,,0.0,0.0,1.466700514157613,0.38482849306019123,0.22786229848861694,0.0048433390363178935,0.053398789217074714,0.0030227048134664532,1.7887993653615315,0.10808563158619036,1.7395833333333333,0.04302789490067267,,,,,,
3299,3,,,,,,,0.0,0.0,0.9520673950513204,0.28777438789063164,0.22460040946801504,0.011582567172632566,0.052703093737363815,0.00935764475198204,1.792596697807312,0.06319397224674345,1.7109375,0.05898308152555273,,,,,,
3349,3,,,,,,,0.0,0.0,1.62017826239268,0.09110359405421369,0.23382868866125742,0.025972748071817525,0.059140718231598534,0.01927895143384503,1.8112446467081706,0.15681020590220246,1.7395833333333333,0.06505206248331664,,,,,,
3399,3,,,,,,,0.0,0.0,1.3470035791397095,0.07658380440568274,0.22994684676329294,0.028122776214474076,0.04964648808042208,0.008731529811544613,1.7214417060216267,0.06008395881390591,1.8098958333333333,0.23829192257519627,,,,,,
3449,3,,,,,,,0.0,0.0,1.3849638104438782,0.6572684330025629,0.22605540851751962,0.008694957670703348,0.04977435121933619,0.00526066159403878,1.74268905321757,0.03311212047303321,1.765625,0.06394806853025352,,,,,,
3499,3,,,,,,,0.0,0.0,1.1409528056780498,0.4307687940706165,0.22812875111897787,0.005112951592342456,0.055560123175382614,0.013054709994434532,1.827175219853719,0.12307223023625416,1.7109375,0.12278307535548212,,,,,,
3549,3,,,,,,,0.0,0.0,1.0883553822835286,0.18405706890944984,0.23266523083051047,0.034106466428210774,0.05328641707698504,0.01878284959972011,1.759495457013448,0.06290442850542205,1.796875,0.1691906861539665,,,,,,
3599,3,,,,,,,0.0,0.0,1.1895199219385784,0.3159072880301478,0.2383056233326594,0.019125491188724142,0.052137879033883415,0.01912114529496535,1.7547954320907593,0.09865580637096784,1.8723958333333333,0.050227347713504976,,,,,,
3649,3,,,,,,,0.0,0.0,0.9678309758504232,0.25931144088615404,0.21800350646177927,0.0034678548668536677,0.04984046394626299,0.0026230722989309995,1.7121377388636272,0.11468010586801818,1.6770833333333333,0.011933790872280834,,,,,,
3699,3,,,,,,,0.0,0.0,1.5064154664675395,0.8919429959659754,0.2126309076944987,0.005358644009991107,0.04160579666495323,0.006213069942877024,1.8030322790145874,0.09392112496516553,1.7005208333333333,0.10075803188621409,,,,,,
3749,3,,,,,,,0.0,0.0,1.6397712628046672,0.24585870825639694,0.2316092054049174,0.02131254197289326,0.04754944518208504,0.011056042894026332,1.7393096685409546,0.11622562408811385,1.8515625,0.1484375,,,,,,
3799,3,,,,,,,0.0,0.0,1.1506664554278057,0.4431094192248735,0.21293761332829794,0.008425654903144217,0.04319004093607267,0.002611545442421235,1.7078307072321575,0.0782602506015094,1.6979166666666667,0.05863713671457137,,,,,,
3849,3,,,,,,,0.0,0.0,0.8833261529604594,0.2333116811235645,0.20891727010409036,0.0046987438248395795,0.044146306812763214,0.0038087231247019094,1.7310033241907756,0.14173368074776757,1.6380208333333333,0.09320588629256918,,,,,,
3899,3,,,,,,,0.0,0.0,1.2426901658376057,0.4923229024813953,0.2113467405239741,0.011735480195353747,0.039055146276950836,0.006407894257427256,1.7669194142023723,0.11319948137725601,1.71875,0.109375,,,,,,
3949,3,,,,,,,0.0,0.0,1.5468980471293132,0.36344136058295456,0.23492253323396048,0.018885689333373125,0.05244202415148417,0.005987924781582583,1.7115930318832397,0.09420099892971237,1.8385416666666667,0.14664487734688633,,,,,,
3999,3,,,,,,,0.0,0.0,1.0544225176175435,0.3563615442603554,0.2176128327846527,0.014608060883676714,0.04332006350159645,0.011065747822327554,1.6415165662765503,0.04822365267866427,1.7552083333333333,0.0708888416084177,,,,,,
4049,3,,,,,,,0.0,0.0,1.2227458556493123,0.2149097841755745,0.21192357440789542,0.013192850068826437,0.04390000676115354,0.0006942109693217687,1.6656381686528523,0.09650927146328263,1.6848958333333333,0.16281769825354778,,,,,,
4099,3,,,,,,,0.0,0.0,1.3139879703521729,0.09237871606940436,0.23353600005308786,0.004910658133042012,0.05284339562058449,0.006755711463937683,1.6955628395080566,0.049026305044440915,1.8203125,0.0358013726168425,,,,,,
4149,3,,,,,,,0.0,0.0,1.91915229956309,0.9891084520377548,0.2300133357445399,0.01482722233780014,0.05373522763450941,0.007496627754014609,1.6772902011871338,0.013911581224608506,1.7734375,0.0859375,,,,,,
4199,3,,,,,,,0.0,0.0,0.9260794321695963,0.18563426993765852,0.22684046626091003,0.018896262512490894,0.04947655647993088,0.008856868953557473,1.6882143020629883,0.0572556271369272,1.7838541666666667,0.10403637685124052,,,,,,
4249,3,,,,,,,0.0,0.0,0.94019083182017,0.22370104209639513,0.21197821199893951,0.014050296687289791,0.04274606332182884,0.003443963319472363,1.6888397932052612,0.05051620757872375,1.6953125,0.12278307535548212,,,,,,
4299,3,,,,,,,0.0,0.0,0.9507825573285421,0.1314373788185266,0.2115323543548584,0.01277208515920638,0.043322487423817314,0.008817060871717394,1.6842681964238484,0.13914052586542966,1.6822916666666667,0.11222115326257939,,,,,,
4349,3,,,,,,,0.0,0.0,1.213901201883952,0.27011396393430864,0.2067017803589503,0.010217809463539267,0.04370360945661863,0.0015443246785302185,1.6839321454366047,0.057232289295989544,1.625,0.08804240366863003,,,,,,
4399,3,,,,,,,0.0,0.0,1.0923968156178792,0.2787261850114175,0.21685219804445902,0.0066291354905319,0.048170048743486404,0.010160794924977809,1.6663917303085327,0.04516588723146029,1.6875,0.04133986423538423,,,,,,
4449,3,,,,,,,0.0,0.0,1.247135877609253,0.3966670525861086,0.22403615713119507,0.010578252296639145,0.0550312784810861,0.004611998675424015,1.6986652215321858,0.06439786191412572,1.6901041666666667,0.10196235390860361,,,,,,
4499,3,,,,,,,0.0,0.0,1.6797388792037964,0.9658026104717098,0.2226992150147756,0.016871786334227437,0.04600455487767855,0.007731061345477373,1.6212890942891438,0.021666995483759457,1.7838541666666667,0.14069731936708435,,,,,,
4549,3,,,,,,,0.0,0.0,0.8026840686798096,0.053008010476011086,0.20493869483470917,0.007756047712920587,0.04245457798242569,0.005918682203217764,1.6650787989298503,0.12149821372451512,1.6223958333333333,0.08353653610596583,,,,,,
4599,3,,,,,,,0.0,0.0,1.398047685623169,0.23029406688917212,0.23525008062521616,0.006092400581524247,0.06374160448710124,0.007928632899227663,1.6560562054316204,0.06345565921184715,1.7239583333333333,0.10834710449330584,,,,,,
4649,3,,,,,,,0.0,0.0,1.0396416187286377,0.030781234465829897,0.20784722765286764,0.018596359545487724,0.04011060297489166,0.008283070474585734,1.6369438171386719,0.0464267660703568,1.6822916666666667,0.133576235450335,,,,,,
4699,3,,,,,,,0.0,0.0,1.0653864741325378,0.3586291051678735,0.2174751361211141,0.025357207724588597,0.047635141760110855,0.01254918236653187,1.651968280474345,0.023571096000111282,1.703125,0.15209314323384207,,,,,,
4749,3,,,,,,,0.0,0.0,0.8050611019134521,0.10669567257725711,0.19619963069756827,0.003104284778633707,0.04027800882856051,0.003238455162873907,1.6273178656895955,0.03685298744188005,1.5520833333333333,0.06551950846567252,,,,,,
4799,3,,,,,,,0.0,0.0,1.0568028489748638,0.10505771225308402,0.20977320273717245,0.011390661799313646,0.04916892573237419,0.010333067457462992,1.6398543516794841,0.027727704174068196,1.6067708333333333,0.027436598314720676,,,,,,
4849,3,,,,,,,0.0,0.0,0.8557089567184448,0.27893180287079694,0.2085870901743571,0.0036352995113546195,0.04302638644973437,0.008759784963278245,1.6146641572316487,0.055398337439594714,1.65625,0.07534102157025746,,,,,,
4899,3,,,,,,,0.0,0.0,1.0397059917449951,0.28528996725832856,0.19821387032667795,0.008623038688091991,0.03798645672698816,0.009794807394067752,1.6347206036249797,0.06601047002554755,1.5989583333333333,0.06644453553215142,,,,,,
4949,3,,,,,,,0.0,0.0,0.7310250997543335,0.052588606495903384,0.20151159167289734,0.005435269444473356,0.03941258043050766,0.0030161156070129965,1.6591201225916545,0.011640760445853134,1.6145833333333333,0.06551950846567252,,,,,,
4999,3,,,,,,,0.0,0.0,0.9323653976122538,0.1443046187735394,0.21024986604849497,0.0054432069865824875,0.04761620114247004,0.005789597906221467,1.61492919921875,0.0777392883980491,1.6276041666666667,0.07259041596232475,,,,,,
5049,3,,,,,,,0.0,0.0,1.1188834309577942,0.29419769477671515,0.20318778852621713,0.013232563793658978,0.046509455889463425,0.008560626399996859,1.637885610262553,0.061258084083394795,1.5625,0.0667500292602932,,,,,,
5099,3,,,,,,,0.0,0.0,0.9651779731114706,0.20743635344739786,0.20947591960430145,0.015133054669061495,0.045037683099508286,0.006573498458191963,1.6326260169347127,0.00944951386604223,1.6484375,0.10825317547305482,,,,,,
5149,3,,,,,,,0.0,0.0,0.9240627686182658,0.25117919529545946,0.20746872325738272,0.015675230657824175,0.03871627897024155,0.011001043240700743,1.6083179314931233,0.10153066065920434,1.6953125,0.1335000585205864,,,,,,
5199,3,,,,,,,0.0,0.0,0.8718324104944865,0.09189505286043204,0.21181557575861612,0.011097776113976731,0.042037817339102425,0.004602913782472488,1.613193154335022,0.07903608788510678,1.7083333333333333,0.1451808319246495,,,,,,
