step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,validate/sigreg_loss_step_mean,validate/sigreg_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_mean,fit/grad_norm_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,fit/sigreg_loss_mean,fit/sigreg_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std,validate/sigreg_loss_epoch_mean,validate/sigreg_loss_epoch_std
0,3,0.23357113202412924,0.009221641963439988,0.03663103034098943,0.007853718749645201,2.1875,0.04133986423538423,,,,,,,,,,,,,,,,
1,3,0.23085606594880423,0.0268181430619894,0.04010085637370745,0.006946216147681749,2.1197916666666665,0.2924561487784679,,,,,,,,,,,,,,,,
2,3,0.23953917622566223,0.0232111062045532,0.035437612483898796,0.004937678005123897,2.2708333333333335,0.20807275370248104,,,,,,,,,,,,,,,,
3,3,0.22666417558987936,0.016808016333442012,0.03883865103125572,0.003004052016771993,2.0859375,0.15953576450517296,,,,,,,,,,,,,,,,
4,3,0.2399219572544098,0.014163048304727957,0.03093758225440979,0.0014447478044059777,2.3229166666666665,0.1451808319246495,,,,,,,,,,,,,,,,
5,3,0.24157109359900156,0.009314065166461204,0.0394226498901844,0.006525311025712751,2.2447916666666665,0.05487319662944135,,,,,,,,,,,,,,,,
6,3,0.2412383109331131,0.016333314130575653,0.035183618466059365,0.003818927758512516,2.2864583333333335,0.2194927865177654,,,,,,,,,,,,,,,,
7,3,0.1951431135336558,0.009069465920935226,0.03401029855012894,0.0003873028226130517,1.7890625,0.10334966058846057,,,,,,,,,,,,,,,,
8,3,0.2311019996802012,0.01165075341022097,0.03383637095491091,0.004363856201877325,2.1927083333333335,0.1451808319246495,,,,,,,,,,,,,,,,
9,3,0.23798197507858276,0.0223515922479445,0.04201843775808811,0.015589586412823268,2.1770833333333335,0.08605578980134534,,,,,,,,,,,,,,,,
10,3,0.2386398563782374,0.028328559010800985,0.035189335544904075,0.0021962024789151887,2.2630208333333335,0.297114760639022,,,,,,,,,,,,,,,,
11,3,0.21231089035669962,0.010538256575951888,0.03132130764424801,0.0035380710196562027,2.0130208333333335,0.1376271902262897,,,,,,,,,,,,,,,,
12,3,0.23460805416107178,0.014816016270473891,0.029855447510878246,0.0015021336249617207,2.2760416666666665,0.1451808319246495,,,,,,,,,,,,,,,,
13,3,0.2343888133764267,0.023561440565144084,0.03777422818044821,0.01026490713255263,2.1822916666666665,0.17140086116567013,,,,,,,,,,,,,,,,
14,3,0.2346253295739492,0.008090077995717692,0.03345345395306746,0.004467410496727633,2.234375,0.09375,,,,,,,,,,,,,,,,
15,3,0.21777528524398804,0.0020506749435896827,0.03027528276046117,0.00264357543789105,2.0833333333333335,0.047735163489123336,,,,,,,,,,,,,,,,
16,3,0.22552984456221262,0.009223494634599672,0.030542864153782528,0.004314539120361404,2.1666666666666665,0.05915529526875285,,,,,,,,,,,,,,,,
17,3,0.22011369466781616,0.01839135892573039,0.030660574634869892,0.0014234851859522733,2.1041666666666665,0.21328745030670074,,,,,,,,,,,,,,,,
18,3,0.2338151534398397,0.010780966045879156,0.027434945727388065,0.004280476278605024,2.2916666666666665,0.09155414495441118,,,,,,,,,,,,,,,,
19,3,0.232520322004954,0.005829835002748268,0.0385099072009325,0.008303375823124183,2.15625,0.027063293868263706,,,,,,,,,,,,,,,,
