epoch,fit/grad_norm_pre_clip,fit/loss,fit/pred_loss,fit/rand_diff_loss,step,validate/loss_epoch,validate/loss_step,validate/pred_loss_epoch,validate/pred_loss_step
0,0.07709604501724243,0.5605658888816833,0.5465141534805298,1.4051733016967773,49,,,,
0,0.14447236061096191,0.4978526830673218,0.42223480343818665,7.561788558959961,99,,,,
0,0.18456952273845673,0.38018202781677246,0.28446510434150696,9.57169246673584,149,,,,
0,0.25764602422714233,0.42890188097953796,0.3029727041721344,12.592918395996094,199,,,,
0,0.3211457431316376,0.39019107818603516,0.2563040852546692,13.388700485229492,249,,,,
0,0.27718281745910645,0.3205839991569519,0.164585143327713,15.599885940551758,299,,,,
0,0.29174336791038513,0.2888246476650238,0.1241132989525795,16.471134185791016,349,,,,
0,0.27248454093933105,0.2717088460922241,0.09717246145009995,17.45363998413086,399,,,,
0,0.27174195647239685,0.2680831551551819,0.09413852542638779,17.39446258544922,449,,,,
0,0.3029139041900635,0.2759804129600525,0.09152203798294067,18.445838928222656,499,,,,
0,0.2427777498960495,0.25526362657546997,0.08430584520101547,17.095779418945312,549,,,,
0,0.26206400990486145,0.26500076055526733,0.08298337459564209,18.201740264892578,599,,,,
0,0.24907635152339935,0.24354565143585205,0.07198521494865417,17.156044006347656,649,,,,
0,0.2781481444835663,0.2564978003501892,0.08106330037117004,17.54344940185547,699,,,,
0,0.2782225012779236,0.2547543942928314,0.07796236127614975,17.6792049407959,749,,,,
0,0.258351594209671,0.24403052031993866,0.06756392121315002,17.64665985107422,799,,,,
0,0.27565544843673706,0.24656131863594055,0.0646025761961937,18.195873260498047,849,,,,
0,0.2588382363319397,0.2563748359680176,0.07840616255998611,17.79686737060547,899,,,,
0,0.2607228755950928,0.22424104809761047,0.05854501947760582,16.569602966308594,949,,,,
0,0.24405981600284576,0.23307228088378906,0.06349590420722961,16.957637786865234,999,,,,
0,0.26331424713134766,0.23268036544322968,0.06290009617805481,16.97802734375,1049,,,,
0,0.23056529462337494,0.22317072749137878,0.06273629516363144,16.04344367980957,1099,,,,
0,0.25559568405151367,0.24254345893859863,0.06842582672834396,17.41176414489746,1149,,,,
0,0.25089260935783386,0.2321051061153412,0.06773388385772705,16.437122344970703,1199,,,,
0,0.2814878225326538,0.2419755607843399,0.06377637386322021,17.81991958618164,1249,,,,
0,0.2438565045595169,0.23306140303611755,0.06355137377977371,16.95100212097168,1299,,,,
0,0.2680460810661316,0.22637814283370972,0.06174664944410324,16.463150024414062,1349,,,,
0,0.2519514858722687,0.22523516416549683,0.0579477958381176,16.728736877441406,1399,,,,
0,0.24026325345039368,0.214691624045372,0.05818882957100868,15.650279998779297,1449,,,,
0,0.260065495967865,0.22495003044605255,0.05573132261633873,16.921871185302734,1499,,,,
0,0.2469915747642517,0.22214367985725403,0.061286330223083496,16.085735321044922,1549,,,,
0,0.24103645980358124,0.21860605478286743,0.05730520561337471,16.130084991455078,1599,,,,
0,0.248886838555336,0.2184724509716034,0.05693597346544266,16.153648376464844,1649,,,,
0,0.22831664979457855,0.207827627658844,0.0535077340900898,15.431989669799805,1699,,,,
0,0.2546931803226471,0.21342362463474274,0.05762007459998131,15.580354690551758,1749,,,,
0,0.2759489119052887,0.22214382886886597,0.056834954768419266,16.530887603759766,1799,,,,
0,0.2624886631965637,0.2189100831747055,0.05453832447528839,16.437175750732422,1849,,,,
0,0.28140488266944885,0.21943998336791992,0.05283300206065178,16.66069793701172,1899,,,,
0,0.2683490216732025,0.21762654185295105,0.05522104725241661,16.240549087524414,1949,,,,
0,0.2555418908596039,0.2209361046552658,0.05762692913413048,16.330917358398438,1999,,,,
0,0.2456217259168625,0.20905019342899323,0.053138237446546555,15.591196060180664,2049,,,,
0,0.2606399953365326,0.22625672817230225,0.06691697984933853,15.933974266052246,2099,,,,
0,0.2794185280799866,0.2167561948299408,0.0649406835436821,15.181550979614258,2149,,,,
0,0.2359304577112198,0.19903476536273956,0.05301835760474205,14.601640701293945,2199,,,,
0,0.28063562512397766,0.2167488932609558,0.05629795044660568,16.045093536376953,2249,,,,
0,0.27316975593566895,0.21287952363491058,0.05259216949343681,16.028736114501953,2299,,,,
0,0.27552148699760437,0.21701982617378235,0.05388571694493294,16.313411712646484,2349,,,,
0,0.259273886680603,0.20615002512931824,0.05056479573249817,15.558523178100586,2399,,,,
0,0.26555293798446655,0.20740732550621033,0.05489470437169075,15.251262664794922,2449,,,,
0,0.2530967593193054,0.20362131297588348,0.0546143613755703,14.90069580078125,2499,,,,
0,0.25419971346855164,0.19638480246067047,0.04728998616337776,14.909482955932617,2549,,,,
0,0.2702699899673462,0.21065053343772888,0.05158137530088425,15.906917572021484,2599,,,,
0,0.2556089162826538,0.20429489016532898,0.05442767217755318,14.986722946166992,2649,,,,
0,0.2785012423992157,0.21925045549869537,0.06137065216898918,15.787981033325195,2699,,,,
0,0.2372276932001114,0.18303672969341278,0.04405291751027107,13.898381233215332,2749,,,,
0,0.28664055466651917,0.2163725197315216,0.0543782003223896,16.199432373046875,2799,,,,
0,0.2928135097026825,0.20887954533100128,0.05058502033352852,15.829453468322754,2849,,,,
0,0.27471840381622314,0.2013772428035736,0.052759185433387756,14.86180591583252,2899,,,,
0,0.27839434146881104,0.21328046917915344,0.05827457457780838,15.500588417053223,2949,,,,
0,0.26761603355407715,0.20056164264678955,0.054142292588949203,14.641934394836426,2999,,,,
0,0.2700289189815521,0.19970600306987762,0.05366886779665947,14.603713035583496,3049,,,,
0,0.2730219066143036,0.20488154888153076,0.06139914318919182,14.348240852355957,3099,,,,
0,0.27647942304611206,0.1897382289171219,0.047096531838178635,14.264169692993164,3149,,,,
0,0.2637178599834442,0.19036655128002167,0.042756274342536926,14.761028289794922,3199,,,,
0,0.25300347805023193,0.1979949027299881,0.056060295552015305,14.193460464477539,3249,,,,
0,0.27284279465675354,0.19967789947986603,0.054507117718458176,14.517078399658203,3299,,,,
0,0.2803746461868286,0.19978247582912445,0.05547954514622688,14.430294036865234,3349,,,,
0,0.2597210109233856,0.1785842478275299,0.03981471806764603,13.876953125,3399,,,,
0,0.281058132648468,0.2007414698600769,0.05051546171307564,15.022601127624512,3449,,,,
0,0.2727656364440918,0.19102324545383453,0.047614872455596924,14.340837478637695,3499,,,,
0,0.27179625630378723,0.18621525168418884,0.044289298355579376,14.192595481872559,3549,,,,
0,0.25983086228370667,0.17960552871227264,0.04468551650643349,13.492002487182617,3599,,,,
0,0.2767724394798279,0.18681982159614563,0.04355465620756149,14.326518058776855,3649,,,,
0,0.28323230147361755,0.195153146982193,0.049211181700229645,14.594196319580078,3699,,,,
0,0.25982093811035156,0.19217972457408905,0.05347377061843872,13.87059497833252,3749,,,,
0,0.274490624666214,0.19344735145568848,0.05271272733807564,14.07346248626709,3799,,,,
0,0.26415324211120605,0.18745338916778564,0.04580140858888626,14.165199279785156,3849,,,,
0,0.2720748782157898,0.17877617478370667,0.04339057207107544,13.53856086730957,3899,,,,
0,0.30188578367233276,0.19026754796504974,0.04840773716568947,14.185981750488281,3949,,,,
0,0.28488633036613464,0.19493119418621063,0.04837546870112419,14.655571937561035,3999,,,,
0,0.2632863521575928,0.177780881524086,0.04501691460609436,13.276397705078125,4049,,,,
0,0.283078134059906,0.1817145049571991,0.045545391738414764,13.616912841796875,4099,,,,
0,0.26203101873397827,0.18188855051994324,0.045813024044036865,13.607552528381348,4149,,,,
0,0.2564086318016052,0.1757088601589203,0.042822692543268204,13.288618087768555,4199,,,,
0,0.23881523311138153,0.1780053824186325,0.051875486969947815,12.61298942565918,4249,,,,
0,0.2761644423007965,0.1810067743062973,0.03891821578145027,14.208856582641602,4299,,,,
0,0.24745574593544006,0.1565161794424057,0.034695595502853394,12.182058334350586,4349,,,,
0,0.2722034156322479,0.17593196034431458,0.0402323380112648,13.569962501525879,4399,,,,
0,0.2832978367805481,0.180831179022789,0.04195113480091095,13.888004302978516,4449,,,,
0,0.2626214921474457,0.1837596744298935,0.0516817569732666,13.207792282104492,4499,,,,
0,0.2735449969768524,0.1804487109184265,0.048001546412706375,13.24471664428711,4549,,,,
0,0.2712431848049164,0.17052112519741058,0.041179049760103226,12.934207916259766,4599,,,,
0,0.28855016827583313,0.18252763152122498,0.045367371290922165,13.716026306152344,4649,,,,
