step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,validate/sigreg_loss_step_mean,validate/sigreg_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_mean,fit/grad_norm_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,fit/sigreg_loss_mean,fit/sigreg_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std,validate/sigreg_loss_epoch_mean,validate/sigreg_loss_epoch_std
3849,3,,,,,,,0.0,0.0,0.9449047446250916,0.09542700727839167,0.1897063354651133,0.008588799834098527,0.037037063390016556,0.0015156614180416488,1.6979166666666667,0.09547032697824667,,,,,,
3899,3,,,,,,,0.0,0.0,0.9782807429631551,0.03761803078470325,0.18636622528235117,0.005864756673479348,0.03174383317430814,0.007436746296190101,1.71875,0.0390625,,,,,,
3949,3,,,,,,,0.0,0.0,0.9838110605875651,0.028038981581266293,0.20526024202505747,0.008042176369863966,0.04347639282544454,0.009529811498381488,1.7994791666666667,0.01626301562082916,,,,,,
3999,3,,,,,,,0.0,0.0,0.9999993244806925,2.408893039421666e-07,0.1958211064338684,0.014591691811526858,0.03664142390092214,0.007323910514774655,1.7682291666666667,0.11384110934580413,,,,,,
4049,3,,,,,,,0.0,0.0,0.9551028410593668,0.07776292154141728,0.18562603990236917,0.01195701526114843,0.03360780949393908,0.00357410685711264,1.6875,0.09974332292815394,,,,,,
4099,3,,,,,,,0.0,0.0,0.9999995827674866,5.960464477539063e-08,0.2024214764436086,0.002326446172106247,0.04161418477694193,0.0051649675411977,1.7864583333333333,0.03522851369392886,,,,,,
4149,3,,,,,,,0.0,0.0,0.9999994238217672,2.816805616767769e-07,0.20032023886839548,0.015156708803977681,0.039187424505750336,0.008496620889377705,1.7916666666666667,0.08884751098558323,,,,,,
4199,3,,,,,,,0.0,0.0,0.9999995231628418,1.5769906706002895e-07,0.2098412017027537,0.023744493237242138,0.0405703696111838,0.005732715285631525,1.8776041666666667,0.22294161172733845,,,,,,
4249,3,,,,,,,0.0,0.0,0.9297151764233907,0.12173595629125873,0.187467431028684,0.02391870999837978,0.03935545434554418,0.010547006541920376,1.6484375,0.15249391637455575,,,,,,
4299,3,,,,,,,0.0,0.0,0.9999995032946268,2.4815392487837465e-07,0.19605015714963278,0.015770774282777504,0.03426630546649297,0.00428606820488718,1.7942708333333333,0.13127169959508916,,,,,,
4349,3,,,,,,,0.0,0.0,0.9999994436899821,6.882551541204759e-08,0.181141197681427,0.004062981867609002,0.034982344756523766,0.0031321905763651335,1.6276041666666667,0.07903120263277874,,,,,,
4399,3,,,,,,,0.0,0.0,0.9999993046124777,1.3765103082409519e-07,0.20099559923013052,0.004513686381389921,0.039211745063463845,0.008241855872835855,1.796875,0.08156489460086368,,,,,,
4449,3,,,,,,,0.0,0.0,0.9999994039535522,1.0323827311807139e-07,0.19517539938290915,0.012454047087125632,0.04413372650742531,0.0051311777046892555,1.6770833333333333,0.19363866088563858,,,,,,
4499,3,,,,,,,0.0,0.0,0.9999993244806925,2.408893039421666e-07,0.19505896170934042,0.005095484763360327,0.039460002134243645,0.004200405434243847,1.7291666666666667,0.08640968761998467,,,,,,
4549,3,,,,,,,0.0,0.0,0.9684892098108927,0.054577257211445504,0.18721563120683035,0.01678750265594649,0.03910364955663681,0.006713677287489251,1.6458333333333333,0.12653677722142023,,,,,,
4599,3,,,,,,,0.0,0.0,0.9999995430310568,3.2827678604639185e-07,0.20560607314109802,0.013443992502473537,0.051634714007377625,0.009865360244648572,1.7109375,0.1355418091632615,,,,,,
4649,3,,,,,,,0.0,0.0,0.9787905414899191,0.0367347757386287,0.18390990793704987,0.01325986118632661,0.03351927983264128,0.009857319814092142,1.6692708333333333,0.05758683434243745,,,,,,
4699,3,,,,,,,0.0,0.0,0.9999991655349731,1.7881393432617188e-07,0.20236513515313467,0.023405761642632528,0.040581277261177696,0.009949745211586434,1.796875,0.16143733062321738,,,,,,
4749,3,,,,,,,0.0,0.0,0.9999993840853373,1.3765103082409519e-07,0.1820442279179891,0.006357025917768034,0.03523433022201061,0.004669241264513,1.6328125,0.11508531142700183,,,,,,
4799,3,,,,,,,0.0,0.0,0.999999483426412,1.8209519763612112e-07,0.19721291959285736,0.015403854329979058,0.042916043351093926,0.013296003677423502,1.7135416666666667,0.0758791785642368,,,,,,
4849,3,,,,,,,0.0,0.0,0.9999992251396179,1.5769906706002895e-07,0.1878454734881719,0.005710499968228447,0.03843140850464503,0.0035504432410360556,1.6614583333333333,0.07216878364870322,,,,,,
4899,3,,,,,,,0.0,0.0,0.9999993244806925,1.8209519763612112e-07,0.18141557276248932,0.016950048525456243,0.035907757778962456,0.006247619156414765,1.6171875,0.1171875,,,,,,
4949,3,,,,,,,0.0,0.0,0.9999990661938986,3.4412757706023796e-08,0.1845326026280721,0.007949296026147473,0.03576957993209362,0.00841207517344233,1.6510416666666667,0.1097463932588827,,,,,,
4999,3,,,,,,,0.0,0.0,0.9733072320620219,0.04623245597641537,0.19048490126927695,0.0030196664353218648,0.041721880435943604,0.007459791140849202,1.6536458333333333,0.07425300744470444,0.22810392578442892,0.0003981787018717732,0.03596524645884832,0.002427767099277917,2.135286490122477,0.031409155156199416
