step,n_seeds,spectral_norm_mean,spectral_norm_std,stable_rank_mean,stable_rank_std,effective_rank_mean,effective_rank_std,n_svs_above_1pct_mean,n_svs_above_1pct_std
0,3,0.45420437223381466,0.021712868263514516,115.14453027259071,4.907023750579503,324.6088705344671,1.9703093411151205,562.8888888888889,0.8388704928078435
500,3,1.7141122420628865,0.02736899957581806,52.969647517233476,4.191421575786309,281.0805153991487,2.2848035058938523,558.2777777777777,0.34694433324434026
1000,3,1.7063595983717177,0.06066674982768736,49.31997032559186,6.619999108856825,259.82386550422467,1.6209566861556988,556.9444444444445,1.1097213530798826
1500,3,1.6766790548960369,0.04828166589965424,48.035756703201514,4.17763983926263,243.06693316694793,2.0270245443752346,556.6111111111111,0.2545875386086495
2000,3,1.6796949704488118,0.05260353173958447,45.45265126528076,2.932416464813507,231.17408241291804,2.9229501487289635,555.2222222222222,0.5853140973807472
2500,3,1.6490801175435383,0.032031102114215775,43.685108829790806,2.945147433167725,221.93739321402356,3.7591955480896257,554.1666666666666,1.0408329997330663
3000,3,1.686194724506802,0.03801728668139257,38.93105451591504,2.014427669812084,208.52980190367188,3.0479943002516863,552.2222222222223,1.205696356345027
3500,3,1.6558406551678975,0.03275134383444069,37.91028843545727,2.767256857822809,195.55608203338585,2.212009698391922,551.8888888888889,1.7105338131489822
4000,3,1.6692020694414775,0.051556173131428504,34.96231915102639,1.448994220565975,185.2645817720243,2.2592897814749184,550.3888888888889,1.669442133479655
4500,3,1.6733233663770888,0.026661019692684026,33.73610688656806,2.3166421708292484,176.70255530801214,2.0276665673769725,550.2222222222222,1.8954135676924844
5000,3,1.6280458635754056,0.006339142641258636,34.110835636870256,1.9677208536507127,170.48850590352188,1.0970179198499632,549.0555555555555,1.357421302541171
5500,3,1.652670337094201,0.01679955301519763,32.16744586581496,2.211213745381993,163.53188320997592,1.5046470750023793,548.2777777777778,1.2509255832441672
6000,3,1.6486485534244113,0.044157318651490966,31.362415398028947,2.708200628448721,159.41845428225676,1.812621774005312,547.6666666666666,0.8819171036881682
6500,3,1.6278811825646295,0.03850370682550429,31.581831201364253,2.699083510095674,154.95398710556714,1.459003018527585,547.1111111111111,0.6735753140545837
7000,3,1.6414215167363484,0.028726214408500775,30.64845184673986,2.2140060659697682,151.00726311940406,1.7677424094508933,546.5555555555555,0.8221471437193836
7500,3,1.6328748133447435,0.013359622972373392,30.677371913718037,1.3450263794722142,147.59774472504543,2.042565308979215,545.7777777777777,1.205696356345027
8000,3,1.640056914753384,0.015634020798587337,30.12620114706464,1.1516644313799953,143.88473356158096,1.3337767471004933,545.5555555555555,1.2729376930432972
8500,3,1.6488982107904222,0.028285614264156836,29.83796718772882,1.7119755333043594,140.03415973234007,1.4886452004791377,544.7222222222222,0.693888666488726
9000,3,1.6594075096978083,0.043624238749312816,29.66846223871729,1.9709898691870393,137.19855068124878,1.8826160288120743,543.8888888888889,2.083888814834542
9500,3,1.6544835766156516,0.02385259062505526,29.613929509111145,1.403302263974127,134.48247956017826,1.005086072404444,543.4444444444445,0.693888666488726
10000,3,1.6559706860118442,0.04033157732917896,29.72195932200545,1.9306275850286754,131.53006243187588,1.285981421076115,542.4444444444445,1.5396007178390458
10500,3,1.6863033771514893,0.024247465383787855,28.855507393135888,1.4323070296898799,128.71849266516315,0.6335320554632391,541.0555555555555,0.9622504486493544
11000,3,1.6682772636413574,0.01590087831477008,29.59059662401717,1.1834229297396244,126.69105002121567,0.5952074243411971,541.7777777777777,1.205696356345027
11500,3,1.6747899916436937,0.0076048475796105216,29.38314322247264,1.0295924811467099,124.22021414082423,0.8867684653475456,540.8888888888889,0.38490017945979427
12000,3,1.6777025593651664,0.0015385158864986406,29.48492037534604,0.910394130361129,122.57145183447737,1.157856081536686,540.7777777777778,0.5853140973807472
12500,3,1.6786331997977362,0.019677220586761225,29.351037888946447,1.391599092271102,120.60149840389099,1.0669375016993952,540.7222222222222,0.9477067838462422
13000,3,1.6848613884713914,0.012508656065945338,29.15575219756553,1.0155681285525582,118.7475812149294,1.5766665782546692,540.3333333333334,0.5
13500,3,1.6964743865860834,0.031439840240744844,29.073359521543136,1.6862662892743439,116.74502612649698,2.284277440848059,540.0555555555555,0.3849001794597286
14000,3,1.696766369872623,0.02059503054628904,29.002055535694613,1.6148096218296317,115.46475613754957,2.3113856422527643,539.4444444444445,0.7698003589195229
14500,3,1.6954435441229079,0.02674802229343538,28.840642405160274,1.829199598423676,114.21532805159622,2.131576171111373,538.5,0.6666666666666288
15000,3,1.7004291945033603,0.04757383812936981,28.77511406668119,2.2663430125991217,113.26547400956805,2.214384237098687,539.0,0.8333333333333712
15500,3,1.6988987194167242,0.04834868605056485,28.85415423093599,2.1397349529591754,111.65581847448819,2.9514586663544,538.1666666666666,1.2583057392117916
16000,3,1.6902266807026334,0.05611132993480641,29.004509229928164,2.672830457131386,110.8784555459934,3.2290497589851026,536.9444444444445,1.873301700009691
16500,3,1.6895955734782748,0.05962754611893429,29.263965846883846,2.831137280453455,109.9595156836816,2.9234988490213936,537.8333333333334,0.44095855184406263
17000,3,1.700663467248281,0.0460557268569048,28.77446918553599,2.5012410800780622,109.07834493657369,3.2106222306525107,536.8333333333334,0.3333333333333144
17500,3,1.7126849227481418,0.07217083208210474,28.598063516683535,3.397221778146898,107.79008395231212,3.675197857941777,535.5555555555555,1.1824331474329481
18000,3,1.6970571676890056,0.06755945452051255,29.097605941913493,3.028194565888331,107.24343327862438,3.5285795653804364,534.9444444444445,0.9765775461803579
18500,3,1.6997429993417528,0.061892379220882046,29.070720490497628,3.2841214128806016,106.52364014066198,3.7518703141704957,535.8333333333334,0.6009252125773683
19000,3,1.6849541399214003,0.044750681138990216,29.19850898930876,2.7476027804961634,105.66289342105922,3.9060686322643505,535.2777777777777,1.7664570106205133
19500,3,1.70767033762402,0.06012665468076528,28.69850509063674,3.0064026260558148,104.89087048331486,3.6787932846015368,534.0,1.3642254619787302
20000,3,1.7007196413146124,0.08226906756063693,29.099967582928656,4.086273280042581,104.40812216345272,3.6736871488891207,533.7222222222222,1.9743728493241057
20500,3,1.7053730818960402,0.07468002049548424,29.109850106589008,3.801150898835579,103.74076760187837,3.1184834378346165,533.9444444444445,2.457038265277374
21000,3,1.7083873881234062,0.07655038623643896,28.88887079960082,3.6186913034826116,103.06900749520692,3.3095645243957823,533.4444444444445,1.2945755775256773
21500,3,1.7067612409591675,0.06647362088804606,28.88530894887324,3.4509854999024427,102.91767542002528,3.059315003126348,533.6666666666666,1.691481927515383
22000,3,1.7125361230638292,0.06789458740815682,28.853049725100046,3.3591182129294714,102.225664249862,3.1057993412213487,532.6111111111111,0.6735753140545415
22500,3,1.7266177733739216,0.07310206819600205,28.41370601329956,3.44107748977509,101.71954116175169,3.2318331997428595,532.0,1.8929694486000912
23000,3,1.7220812771055434,0.04882067651260046,28.53985840560867,2.7869415386486507,101.1314777383056,2.8493616851775587,532.3888888888889,1.9531550923607996
23500,3,1.7332496113247342,0.05386902673661002,28.312083352026203,2.839286291557994,100.68657566820433,2.8155194819500755,531.7777777777778,1.797632187484848
24000,3,1.7384260561731126,0.05305341505543133,28.15497045607444,2.8442507356055327,100.234207962756,2.467653016740439,531.4444444444445,2.2194427061598136
24500,3,1.7375111447440252,0.06399162354363026,28.27747583396427,3.1763580541702914,99.73650626743226,2.3301971922430753,531.3888888888889,1.5030832509409633
25000,3,1.7404479715559218,0.05747559663212992,28.248931148252126,3.0176225651459854,99.32852688275158,2.4139875964402995,531.2777777777778,0.5091750772173238
25500,3,1.72319671842787,0.04453082020528753,28.606271018421825,2.5817920161427708,99.35896408892927,1.9289440107413194,530.2222222222222,1.1824331474329481
26000,3,1.7189275556140475,0.04820077164313997,28.806343615316365,2.688152366370777,99.1516908632062,1.8227705922491657,530.8888888888889,0.8221471437193836
