step,n_seeds,stable_rank_mean,stable_rank_std,effective_rank_mean,effective_rank_std
30500,3,8.574049080993252,1.5190502651312903,14.675727841632341,1.8448641070565652
31000,3,8.152618966609642,1.6401051358230123,14.601736041164484,2.230201213313894
31500,3,9.10210956943807,1.2327054154700074,14.86785333082432,1.912387396526048
32000,3,9.331866606650262,0.8013608436716047,15.034921356610463,1.8483138355074484
32500,3,8.792770562304453,2.07964006881604,14.907140901347704,2.0445999824462917
33000,3,9.139897190112084,1.1833758681320699,15.056183328664552,1.9770836933900178
33500,3,9.25653405152389,1.6700417448234608,14.929386476580492,2.202515647238852
34000,3,9.090918531756298,1.391375550622836,15.002221942056336,1.940215002277914
34500,3,9.074196487886388,1.3394492769531667,15.031871026298935,2.070737357142802
35000,3,9.437152162335666,1.2324990155629625,15.12736472952975,1.9535726643460913
35500,3,9.254502868226668,1.1923566787418962,15.134356448721196,1.8852970828462656
36000,3,9.508607553612288,1.1866603780235077,15.185891194748347,1.9384654477536185
36500,3,9.530247156966803,1.3872085278192523,15.245345385309495,1.9249987984391328
37000,3,9.62804424015745,1.2106119011278076,15.256521247179098,1.969532985230705
37500,3,9.648919665735082,1.2624692233093635,15.248303256856007,1.9468413302798153
38000,3,9.521383267353457,0.8432183502887598,15.265548338589335,1.9459633415235895
38500,3,9.12740368706546,1.334034354547244,15.20618281352612,1.932312836802955
39000,3,9.938118432838616,1.2090410261340212,15.32026366471662,1.9821592450527252
39500,3,9.681882020952074,1.2078050943767613,15.293054888654606,1.9186727330957702
40000,3,9.50744990411957,1.367488396957915,15.258873070703627,1.924621971521699
