step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_pre_clip_mean,fit/grad_norm_pre_clip_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,fit/rand_diff_loss_mean,fit/rand_diff_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std
6449,2,,,,,0.0,0.0,0.09628893435001373,0.009723025070372187,0.12271057069301605,0.018475260705568698,0.0902501828968525,0.017469210163257594,3.2460384368896484,0.10060486457029214,,,,
6499,2,,,,,0.0,0.0,0.09410921484231949,0.006349233067347887,0.11254990845918655,0.006457076315975137,0.08118433505296707,0.008206096772192346,3.136557102203369,0.1749020034748723,,,,
6549,2,,,,,0.0,0.0,0.09205427020788193,0.003423778165358221,0.11196126788854599,0.009258809144161073,0.08047818765044212,0.007699486384735335,3.148308277130127,0.15593254989708913,,,,
6599,2,,,,,0.0,0.0,0.09849738702178001,7.203423246118177e-05,0.12236426398158073,0.006035497195388855,0.09052803739905357,0.0036316622272821422,3.183622360229492,0.24038303319533771,,,,
6649,2,,,,,0.0,0.0,0.08931776508688927,0.0032657643619348154,0.10927988216280937,0.0052060788268308445,0.07763063535094261,0.007609070857967339,3.1649245023727417,0.24029924526049806,,,,
6699,2,,,,,0.0,0.0,0.0974651612341404,0.00293573346467026,0.10524896532297134,0.00095781874254645,0.07224486395716667,0.002827036742360664,3.300410270690918,0.1869222846701793,,,,
6749,2,,,,,0.0,0.0,0.09396589547395706,0.012154908766162901,0.12650805711746216,0.01611518470292842,0.0951564759016037,0.016816971877483315,3.135158658027649,0.07017838028070157,,,,
6799,2,,,,,0.0,0.0,0.09468724578619003,0.004784057164335199,0.12406686693429947,0.011856108683644917,0.09183498844504356,0.009889689514452455,3.2231881618499756,0.19664202228636762,,,,
6849,2,,,,,0.0,0.0,0.09580669552087784,9.912938769762276e-05,0.13725849986076355,0.012320788225189653,0.10655561089515686,0.01449868447514159,3.070289134979248,0.2177899621699819,,,,
6899,2,,,,,0.0,0.0,0.09394234046339989,0.005382705732227874,0.12112998962402344,0.019237907929373327,0.08866763859987259,0.020495201104013934,3.246235489845276,0.12572961249200035,,,,
6949,2,,,,,0.0,0.0,0.0986831858754158,0.008800967928787231,0.12360220402479172,0.010389693383405382,0.09093743190169334,0.008586530031919866,3.2664774656295776,0.18031618763458176,,,,
6999,2,,,,,0.0,0.0,0.08775732293725014,0.0036019908459304726,0.10455149412155151,0.003503435709043811,0.07278567180037498,0.004625642965850939,3.176582098007202,0.11222087319468263,,,,
7049,2,,,,,0.0,0.0,0.08782501146197319,0.0019273174304864815,0.10629142820835114,0.0011004752880436985,0.07505106553435326,0.004483502719247949,3.1240363121032715,0.33830297492809186,,,,
7099,2,,,,,0.0,0.0,0.09025467932224274,0.0031134087729239976,0.10585792735219002,0.004755982094870879,0.07468447834253311,0.0030283142857805024,3.117344856262207,0.17276701271670447,,,,
7149,2,,,,,0.0,0.0,0.09311231598258018,0.003258325443172643,0.11510677263140678,0.008505597546066822,0.08409111946821213,0.008706864552774533,3.10156512260437,0.02012697462528638,,,,
7199,2,,,,,0.0,0.0,0.09387645497918129,0.00802711491163477,0.12399345636367798,0.020809606057193075,0.0935099683701992,0.020369261052307318,3.0483487844467163,0.04403384721242378,,,,
7249,2,,,,,0.0,0.0,0.09476526081562042,0.0028538157962332733,0.1226964220404625,0.02439142436775502,0.0909418947994709,0.026698642954006573,3.1754525899887085,0.2307217954048825,,,,
7299,2,,,,,0.0,0.0,0.09190744161605835,0.0026149063854492708,0.10957303643226624,0.00619990678307379,0.0781148299574852,0.007620698119800283,3.1458208560943604,0.1420793865537404,,,,
7349,2,,,,,0.0,0.0,0.09394999593496323,0.0027324750193704096,0.1155502162873745,0.006906461819866481,0.08399045094847679,0.00507909037226752,3.1559765338897705,0.18273693402565347,,,,
7399,2,,,,,0.0,0.0,0.0914159044623375,0.0035024136479674217,0.1015356108546257,0.013313862806515465,0.07002775929868221,0.014702635709263839,3.150785446166992,0.1388775747660648,,,,
7449,2,,,,,0.0,0.0,0.09979712963104248,0.003447148592857512,0.1351022869348526,0.009113434126934872,0.10254635661840439,0.007116663958458501,3.2555930614471436,0.19967794407830436,,,,
7499,2,,,,,0.0,0.0,0.09130602702498436,0.00017310237519030565,0.09967729076743126,0.014020017448247303,0.06796273961663246,0.015251874999811586,3.171454906463623,0.12318546012848873,,,,
7549,2,,,,,0.0,0.0,0.09070225059986115,0.0020243868909631344,0.11020325869321823,0.00037895285167357596,0.07792678847908974,0.0002639288337312823,3.227647304534912,0.06428776814542497,,,,
7599,2,,,,,0.0,0.0,0.0879676304757595,0.009478241442576979,0.10686985030770302,0.012927402547450886,0.07639829814434052,0.013650742566663042,3.047155499458313,0.07233393870094273,,,,
7649,2,,,,,0.0,0.0,0.08943966776132584,0.004053683889777788,0.1004459522664547,0.0002627276485487218,0.06958994641900063,0.0014758930727984234,3.0856006145477295,0.12131650027812164,,,,
7699,2,,,,,0.0,0.0,0.09318409115076065,0.006335524804869719,0.11586863547563553,0.0026321865933387374,0.08526645600795746,0.0010833004472755093,3.0602182149887085,0.15488882534056536,,,,
7749,2,,,,,0.0,0.0,0.09405908733606339,0.003430036972362089,0.11053332686424255,0.008549614660980387,0.07845235988497734,0.007429683333992847,3.208096742630005,0.11199361738751189,,,,
7799,2,,,,,0.0,0.0,0.09101836755871773,0.005900500839608462,0.10823620483279228,0.014128355922344557,0.07614012435078621,0.009245348494417906,3.2096080780029297,0.48830091138005904,,,,
7849,2,,,,,0.0,0.0,0.09316060692071915,0.0018832687054365334,0.10938426852226257,0.005076440389167398,0.07775279134511948,0.0040833763445537125,3.1631479263305664,0.09930606728658042,,,,
7899,2,,,,,0.0,0.0,0.0889286920428276,0.004411837271711238,0.11073815822601318,0.022432217578013985,0.08053100854158401,0.0236695226097483,3.020715117454529,0.12373050317343161,,,,
7949,2,,,,,0.0,0.0,0.10010544583201408,0.008235099072323905,0.13004502654075623,0.0021007885906012577,0.0979328490793705,0.004843278754849068,3.211217522621155,0.27424870032341725,,,,
7999,2,,,,,0.0,0.0,0.08987561240792274,0.0017761156114536492,0.10133342072367668,0.0017243487447701437,0.06928686797618866,0.004448336442521672,3.2046552896499634,0.27239895943597114,0.07973907887935638,0.00033962984201291185,0.07973907887935638,0.00033962984201291185
