horizon,mse_mean,mse_std,n_seeds
1,0.03160932572791353,0.00177876814641374,2
3,0.0998199840541929,0.015341214794125792,2
5,0.22412300761789083,0.05015347610288546,2
10,0.8885346055030823,0.10242343786326445,2
15,2.1689728498458862,0.2209012846739046,2
20,2.423013962805271,0.24333572549817756,2
