epoch,fit/grad_norm_pre_clip,fit/loss,fit/pred_loss,step,validate/loss_epoch,validate/loss_step,validate/pred_loss_epoch,validate/pred_loss_step
0,0.07918385416269302,0.5785053372383118,0.5785053372383118,49,,,,
0,0.12158510833978653,0.46151018142700195,0.46151018142700195,99,,,,
0,0.247214213013649,0.35357391834259033,0.35357391834259033,149,,,,
0,0.33796414732933044,0.275001585483551,0.275001585483551,199,,,,
0,0.3486524522304535,0.15169882774353027,0.15169882774353027,249,,,,
0,0.2495911568403244,0.08076351135969162,0.08076351135969162,299,,,,
0,0.3000378906726837,0.06669465452432632,0.06669465452432632,349,,,,
0,0.23747603595256805,0.046621330082416534,0.046621330082416534,399,,,,
0,0.22849668562412262,0.04302891716361046,0.04302891716361046,449,,,,
0,0.19505774974822998,0.031467583030462265,0.031467583030462265,499,,,,
0,0.18508242070674896,0.026363274082541466,0.026363274082541466,549,,,,
0,0.13568748533725739,0.028000110760331154,0.028000110760331154,599,,,,
0,0.14954496920108795,0.02872053161263466,0.02872053161263466,649,,,,
0,0.16365917026996613,0.030877675861120224,0.030877675861120224,699,,,,
0,0.15879680216312408,0.028471138328313828,0.028471138328313828,749,,,,
0,0.1657796949148178,0.03012043982744217,0.03012043982744217,799,,,,
0,0.1394774466753006,0.026060499250888824,0.026060499250888824,849,,,,
0,0.14409713447093964,0.02758244425058365,0.02758244425058365,899,,,,
0,0.15709355473518372,0.022574933245778084,0.022574933245778084,949,,,,
0,0.15505897998809814,0.0204875860363245,0.0204875860363245,999,,,,
0,0.16444914042949677,0.02539200522005558,0.02539200522005558,1049,,,,
0,0.13925284147262573,0.01875595934689045,0.01875595934689045,1099,,,,
0,0.14010995626449585,0.024714626371860504,0.024714626371860504,1149,,,,
0,0.135371595621109,0.023603495210409164,0.023603495210409164,1199,,,,
0,0.1608808934688568,0.022200610488653183,0.022200610488653183,1249,,,,
0,0.13965991139411926,0.021296560764312744,0.021296560764312744,1299,,,,
0,0.14020797610282898,0.019388172775506973,0.019388172775506973,1349,,,,
0,0.18900226056575775,0.020895246416330338,0.020895246416330338,1399,,,,
0,0.11394717544317245,0.020118320360779762,0.020118320360779762,1449,,,,
0,0.13200901448726654,0.016940737143158913,0.016940737143158913,1499,,,,
0,0.12744468450546265,0.01847948133945465,0.01847948133945465,1549,,,,
0,0.14733467996120453,0.021499451249837875,0.021499451249837875,1599,,,,
0,0.14987686276435852,0.01790802553296089,0.01790802553296089,1649,,,,
0,0.1511555314064026,0.020335329696536064,0.020335329696536064,1699,,,,
0,0.12039019912481308,0.01713910698890686,0.01713910698890686,1749,,,,
0,0.18603992462158203,0.019561512395739555,0.019561512395739555,1799,,,,
0,0.1445632129907608,0.017435967922210693,0.017435967922210693,1849,,,,
0,0.09564477950334549,0.014918693341314793,0.014918693341314793,1899,,,,
0,0.12928904592990875,0.022178007289767265,0.022178007289767265,1949,,,,
0,0.1270635426044464,0.02083834446966648,0.02083834446966648,1999,,,,
0,0.16047771275043488,0.021745964884757996,0.021745964884757996,2049,,,,
0,0.14508254826068878,0.017407001927495003,0.017407001927495003,2099,,,,
0,0.18922743201255798,0.03096104972064495,0.03096104972064495,2149,,,,
0,0.10581199079751968,0.015444491058588028,0.015444491058588028,2199,,,,
0,0.10176727175712585,0.013978008180856705,0.013978008180856705,2249,,,,
0,0.1058768555521965,0.015802770853042603,0.015802770853042603,2299,,,,
