step,n_seeds,spectral_norm_mean,spectral_norm_std,stable_rank_mean,stable_rank_std,effective_rank_mean,effective_rank_std,n_svs_above_1pct_mean,n_svs_above_1pct_std
21500,3,1.7157142692142062,0.07634937272363347,31.944007471264683,2.6404394324858864,102.85766426760867,1.5140527408462996,534.0555555555555,1.7664570106205222
22000,3,1.7342009941736858,0.10005619164802695,31.532186984867064,3.0963368473584385,102.04919713902983,1.7163017738892845,533.1111111111111,2.268953095184639
22500,3,1.6999711460537381,0.07645105366795094,32.52306488324831,2.4753266206186932,101.83365459917528,1.328410085836279,533.1111111111111,2.083888814834542
23000,3,1.7166463600264654,0.10731036414432993,32.168997588997925,3.3291349646479973,101.31114495441088,1.6778263614825975,531.8888888888889,2.417145546423029
23500,3,1.7081146637598672,0.10073246911182787,32.44709271332844,3.014969792619192,101.09246188419344,1.9354915426273755,531.5,1.5898986690282209
24000,3,1.7088225682576497,0.09393872961049969,32.511319795484674,3.0352071503527336,100.75352660941371,1.7679527474035226,530.8888888888889,0.6735753140545837
24500,3,1.6985149648454454,0.08704272537171352,32.94489738987626,2.8007878411425526,100.52475352753484,1.8333111734995111,530.8333333333334,1.5898986690282089
25000,3,1.7102212972111173,0.09651187867994682,32.771106456421876,2.9292827132507124,100.1476694204903,1.9876063102124937,531.5555555555555,1.004618962223616
25500,3,1.7041211856736078,0.08469283797310752,33.000649913794206,2.6000588495879557,99.99728540806579,1.9190849691817207,531.8888888888889,1.9460310986819052
26000,3,1.7031924393441942,0.09488116986038288,33.15971651062286,2.6763531984346653,99.64246001081408,2.1086832282042787,531.4444444444445,1.4369463507086386
26500,3,1.7049322658114963,0.09139067565121269,33.11443112591377,2.372520945767882,99.31489566600341,2.2875635525295808,530.8333333333334,1.9220937657784873
27000,3,1.7004360093010797,0.08937424674141728,33.269465112325676,2.4262834095274695,99.0097181317879,2.4332378396162526,530.5555555555555,1.9317042945237657
27500,3,1.7001108792093065,0.0883438086222028,33.45187468243765,2.192631890416769,98.79146807707883,2.66792920580864,530.3333333333334,2.3511226632776245
28000,3,1.7065047091907926,0.08738728327292551,33.1346788884314,2.206425769450877,98.58863152178749,2.8312191485022176,530.3888888888889,2.5294560972960536
28500,3,1.7083749042616951,0.09070037774186591,33.12156668240306,2.288409802652067,98.37406710988425,2.98672560217677,530.1666666666666,2.3333333333333144
29000,3,1.7078709602355957,0.08733696236619443,33.156892116876755,2.323749542652369,98.12858006672151,3.0403167056604308,529.7222222222222,2.097176232019635
29500,3,1.7053226232528687,0.10549112279330859,33.297531394037144,2.63228859491824,97.88559778117362,3.5325710714744174,529.8888888888889,1.9531550923607996
30000,3,1.7101910776562161,0.10754134056814169,33.196886697175216,2.652398130516791,97.69786915279528,3.5932901380253277,529.6666666666667,2.565800719723442
30500,3,1.7155397799279954,0.1097827697304712,33.015137386933304,2.734212776839354,97.54627109336153,3.64933316906713,529.2222222222223,2.1688023662159233
31000,3,1.7172098888291252,0.10982618810906983,32.980286617268135,2.714568797064079,97.41177855357117,3.768286654323825,529.3333333333334,1.7559422921421233
31500,3,1.7244324882825215,0.11691626175139429,32.82012274063623,2.855739622114615,97.24663873193171,3.829408368620658,528.6666666666666,2.2422706745123118
32000,3,1.7222689125272963,0.118895486847799,32.837922429326795,2.9270068356253036,97.16923289255782,3.9887065291902766,528.3333333333334,2.2047927592204632
32500,3,1.728455166021983,0.1137405763831991,32.715713729841085,2.6678288433399193,96.9582531070597,3.9159746913815097,528.3333333333334,2.254624876411447
33000,3,1.727923313776652,0.11870796610302312,32.71880782410475,2.8600511636284245,96.97755182923534,4.107238520456719,527.7222222222223,2.1103799903580573
33500,3,1.7327229976654053,0.12027059434027497,32.568706480831196,2.94493767341779,96.80734244223864,4.211252511556582,528.0555555555555,2.2194427061597883
34000,3,1.7369291848606534,0.12396715931420206,32.487466188613546,2.949997978406533,96.78121789335539,4.1835362957165785,527.7777777777778,1.9743728493241057
34500,3,1.734788590007358,0.1245481320992057,32.53583149489628,2.9871035151869694,96.72409658551037,4.1783515063964485,527.7777777777778,2.615834970442999
35000,3,1.7273684740066528,0.12294113446867558,32.67747257330228,2.9748464082142383,96.89087977139411,4.163768522818675,527.5555555555555,2.3707320325946086
35500,3,1.729523738225301,0.12910240296938666,32.63239455088626,3.1793192794733187,96.80812798653827,4.285887605215811,527.8888888888889,2.070516128176013
36000,3,1.7302764190567865,0.12622164736489466,32.562765553566905,3.183916371996779,96.77146094718812,4.247452337373996,528.1666666666666,2.1666666666666985
36500,3,1.7291129165225558,0.12108952835554596,32.589662679297156,2.9647661688572375,96.71571845344621,4.247783682905755,527.5555555555555,2.5018511664884002
37000,3,1.731942395369212,0.12632401604651583,32.56203290202966,3.0838346067204836,96.76310087229155,4.2375568200904565,528.0555555555555,2.213176031893587
37500,3,1.7364324861102634,0.12964840015764098,32.431236341776774,3.0769893424828156,96.57749220935257,4.380198856061245,527.6111111111111,2.7148426050823677
38000,3,1.7352525658077664,0.13584778375345113,32.486704657643614,3.1995673833521017,96.62962854906306,4.594513046019984,527.8333333333334,2.048034287907424
38500,3,1.7374603350957234,0.12955018083092573,32.41294872168593,3.101286157679572,96.57800935512678,4.4551085047619665,527.7222222222222,2.238137453164881
39000,3,1.7351852986547682,0.12619637060919933,32.431023281280815,2.9558372305504443,96.60313083208504,4.351204749787618,527.6111111111111,2.275066136604786
39500,3,1.7347011235025194,0.12486295708862309,32.42589660598812,3.0104364672172355,96.68937855194332,4.315128182816546,527.8333333333334,2.166666666666633
40000,3,1.7385201851526897,0.13204345494135727,32.31992754666003,3.187528033830669,96.55854617870108,4.361658887154466,527.7777777777777,2.6994512473903103
