step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,validate/sigreg_loss_step_mean,validate/sigreg_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_mean,fit/grad_norm_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,fit/rand_diff_loss_mean,fit/rand_diff_loss_std,fit/sigreg_loss_mean,fit/sigreg_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std,validate/sigreg_loss_epoch_mean,validate/sigreg_loss_epoch_std
14,3,0.24995922048886618,0.02022640206451891,0.0393472413221995,0.0025367664350126403,2.3385416666666665,0.20807275370248104,,,,,,,,,,,,,,,,,,
15,3,0.23076670368512472,0.002450021211695239,0.03936045244336128,0.005271408508798979,2.125,0.03125,,,,,,,,,,,,,,,,,,
16,3,0.23111135264237723,0.010103317188787935,0.039379588017861046,0.0030282518110339514,2.1302083333333335,0.08605578980134534,,,,,,,,,,,,,,,,,,
17,3,0.2272460162639618,0.00604492462906273,0.04137362291415533,0.004938612717363741,2.0625,0.11267347735824966,,,,,,,,,,,,,,,,,,
18,3,0.2372728685537974,0.012159589252920395,0.03382234772046407,0.003542815998405383,2.2604166666666665,0.1213664603930317,,,,,,,,,,,,,,,,,,
19,3,0.2372534771760305,0.009082659623117117,0.05333420882622401,0.01459093789195027,2.0442708333333335,0.08353653610596583,,,,,,,,,,,,,,,,,,
49,3,,,,,,,0.0,0.0,0.9999994238217672,2.7530206164819037e-07,0.658521314462026,0.0008464501801769373,0.23989022274812064,0.01187192518986554,1.1730061372121174,0.02027990152790457,4.520833333333333,0.1183105905375057,,,,,,
99,3,,,,,,,0.0,0.0,0.9999994039535522,2.1490760299348766e-07,0.5878251393636068,0.0337499766776557,0.23497275014718375,0.04326911753442505,1.2357611258824666,0.009459876681637851,3.7864583333333335,0.1517583571284736,,,,,,
149,3,,,,,,,0.0,0.0,0.999999463558197,1.5769906706002895e-07,0.45829514662424725,0.03665125920242795,0.14644290010134378,0.016904470535089568,1.302411397298177,0.0020819853013940423,3.3229166666666665,0.2217062151436746,,,,,,
199,3,,,,,,,0.0,0.0,0.9999993642171224,1.500017332091083e-07,0.40274280309677124,0.029715797348388178,0.12310206145048141,0.01190113564626942,1.3364704847335815,0.013399608534261217,2.9635416666666665,0.23918671881677156,,,,,,
249,3,,,,,,,0.0,0.0,0.9999994039535522,1.0323827311807139e-07,0.3930578927199046,0.017068700306147783,0.11660583813985188,0.015320579712743662,1.3431224425633748,0.01638332613664811,2.921875,0.2049199538844375,,,,,,
299,3,,,,,,,0.0,0.0,0.9999995231628418,2.0647654623614278e-07,0.3833197255929311,0.011009119196421367,0.12766418109337488,0.013156984555700364,1.3468046983083088,0.0035601734901965364,2.6875,0.24407030237208294,,,,,,
349,3,,,,,,,0.0,0.0,0.9999993244806925,1.2407696243918733e-07,0.35967955986658734,0.011311153815573858,0.10298090676466624,0.012699912034111248,1.3534606297810872,0.014621051010608701,2.6979166666666665,0.03608439182435161,,,,,,
399,3,,,,,,,0.0,0.0,0.9999994436899821,3.389263572142915e-07,0.3345021108786265,0.025194928536312482,0.08584656690557797,0.025616694698318853,1.395502010981242,0.04494694825201062,2.609375,0.078125,,,,,,
449,3,,,,,,,0.0,0.0,0.9999993443489075,2.5981062314156735e-07,0.363533079624176,0.03349647582083419,0.109941932062308,0.0228895932222692,1.4333330790201824,0.06229155846917359,2.65625,0.2981060004427955,,,,,,
499,3,,,,,,,0.0,0.0,0.9999993443489075,3.3186461703956255e-07,0.33309540152549744,0.025156200423194726,0.08895472933848698,0.029214374453203303,1.4322968324025471,0.09211868233336411,2.5520833333333335,0.04510548978043952,,,,,,
549,3,,,,,,,0.0,0.0,0.9999994436899821,6.882551541204759e-08,0.33063947161038715,0.022824129188984892,0.09080466379721959,0.011002219667970655,1.424886663754781,0.07406381903627697,2.5052083333333335,0.2752543804525794,,,,,,
599,3,,,,,,,0.0,0.0,0.999999463558197,5.960464477539063e-08,0.31981109579404193,0.02721991996352564,0.0787766066690286,0.017860721399634405,1.4797501961390178,0.10094834258646697,2.515625,0.14320549046737,,,,,,
649,3,,,,,,,0.0,0.0,0.9886772433916727,0.019610867060262417,0.296717902024587,0.02550270806730392,0.0668452891210715,0.014550529919093093,1.535438895225525,0.04593739743118394,2.3854166666666665,0.20151606377242817,,,,,,
699,3,,,,,,,0.0,0.0,0.9999997019767761,1.0323827311807139e-07,0.3036365211009979,0.005760810923731669,0.06848012159268062,0.010694049074062843,1.5755348205566406,0.08348218559287257,2.4375,0.11267347735824966,,,,,,
749,3,,,,,,,0.0,0.0,0.9999996026357015,1.500017332091083e-07,0.3048812747001648,0.033656082904705925,0.08119760329524676,0.02106083243974565,1.6001391808191936,0.05090469407883786,2.3072916666666665,0.17562203437591006,,,,,,
799,3,,,,,,,0.0,0.0,0.9999995827674866,5.960464477539063e-08,0.29654639959335327,0.019475280113926168,0.07583170384168625,0.00730355929813567,1.5962107181549072,0.03867942311675019,2.2760416666666665,0.1417776832168354,,,,,,
849,3,,,,,,,0.0,0.0,0.9999996026357015,2.408893039421666e-07,0.2739035487174988,0.026345087835055965,0.07443494846423467,0.0327044112469705,1.6200369596481323,0.08168097284146818,2.0364583333333335,0.13103901693134504,,,,,,
899,3,,,,,,,0.0,0.0,0.9999994238217672,1.9160212598230353e-07,0.2750052511692047,0.010988556751904788,0.06606132785479228,0.0037182366615509,1.623558799425761,0.032751870708023434,2.140625,0.12401959270615269,,,,,,
949,3,,,,,,,0.0,0.0,0.9999996026357015,2.4815392487837465e-07,0.2817542751630147,0.01619829032777654,0.06901214147607486,0.01726779727798123,1.6778589884440105,0.03698807681200313,2.1770833333333335,0.047735163489123336,,,,,,
999,3,,,,,,,0.0,0.0,0.9999993244806925,1.9160212598230353e-07,0.26533645391464233,0.009661329514592993,0.06251112371683121,0.008964326224834417,1.7603983481725056,0.124547352516306,2.0572916666666665,0.039322054350368486,,,,,,
1049,3,,,,,,,0.0,0.0,0.9999994436899821,1.3765103082409519e-07,0.26990729570388794,0.008375274287679053,0.06798343857129414,0.014114205957781695,1.7028023799260457,0.026024245857738264,2.0546875,0.11348311754948398,,,,,,
1099,3,,,,,,,0.0,0.0,0.999999463558197,1.5769906706002895e-07,0.27620606621106464,0.019235011511538898,0.06995709240436554,0.014095371426072947,1.7446893056233723,0.03576597135220506,2.0989583333333335,0.08605578980134534,,,,,,
1149,3,,,,,,,0.0,0.0,0.9999994436899821,2.408893039421666e-07,0.2644192576408386,0.006785212867705705,0.06718018402655919,0.005499889743521868,1.8202627102533977,0.04008558753334959,1.9895833333333333,0.03252603124165832,,,,,,
1199,3,,,,,,,0.0,0.0,0.9999994039535522,2.980232238769531e-07,0.2671572466691335,0.012511633470419661,0.0745527595281601,0.019292307143787976,1.8125323851903279,0.03333694451784553,1.9401041666666667,0.0708888416084177,,,,,,
1249,3,,,,,,,0.0,0.0,0.9260082642237345,0.12815661979864337,0.2425223539272944,0.007619716452605577,0.05711633960405985,0.010733931343536136,1.8413824637730916,0.09026763381954886,1.8515625,0.07534102157025746,,,,,,
1299,3,,,,,,,0.0,0.0,0.9007100462913513,0.10513298674725871,0.25798000892003375,0.021059482710835044,0.06377907594045003,0.014747751333337186,1.8745191891988118,0.08690417880771824,1.9453125,0.09789034442298178,,,,,,
1349,3,,,,,,,0.0,0.0,0.9999994039535522,3.72230887317562e-07,0.2492844263712565,0.008542549620648033,0.05782784769932429,0.005820184632196474,1.8279492060343425,0.08358929861834218,1.921875,0.07928821535228296,,,,,,
1399,3,,,,,,,0.0,0.0,0.9999995032946268,1.3765103082409519e-07,0.26055342455705005,0.013770428350918469,0.0680748497446378,0.015864483375548015,1.8650453090667725,0.09077054425284906,1.9296875,0.0900981452708656,,,,,,
1449,3,,,,,,,0.0,0.0,0.9999994238217672,3.5927973826776197e-07,0.25323915978272754,0.015662536998478183,0.06339835003018379,0.010487163007463215,1.8291327555974324,0.09918499371945329,1.9088541666666667,0.08353653610596583,,,,,,
1499,3,,,,,,,0.0,0.0,0.9944967031478882,0.009531060615515478,0.2421715408563614,0.01682663766122561,0.05924847349524498,0.021313709467495372,1.8860563039779663,0.04857901712433054,1.8255208333333333,0.05863713671457137,,,,,,
1549,3,,,,,,,0.0,0.0,0.9331817030906677,0.06353606340978932,0.24682840208212534,0.015163691545217423,0.06667031223575275,0.015496891541646685,1.8048711220423381,0.028539819585635756,1.8046875,0.12278307535548212,,,,,,
1599,3,,,,,,,0.0,0.0,0.9813507397969564,0.032300795146592294,0.2556411425272624,0.006037263445624933,0.06595372656981151,0.011350015053226675,1.8788982232411702,0.054133936433118895,1.9010416666666667,0.06551950846567252,,,,,,
1649,3,,,,,,,0.0,0.0,0.9999991257985433,6.882551541204759e-08,0.2552880346775055,0.03708409162143736,0.0688099352022012,0.02621782587329159,1.916038990020752,0.03667818115446924,1.859375,0.12573028858930532,,,,,,
1699,3,,,,,,,0.0,0.0,0.9655449390411377,0.059676832157367375,0.24351218342781067,0.009119378310757582,0.06452096253633499,0.019866013561972894,1.8509453932444255,0.05276451485104577,1.7838541666666667,0.14004510062238285,,,,,,
1749,3,,,,,,,0.0,0.0,0.9999990661938986,3.4412757706023796e-08,0.2416571080684662,0.007142187536090087,0.06272167215744655,0.0032215511865837554,1.910470684369405,0.043579417398786714,1.7760416666666667,0.07825510000685791,,,,,,
1799,3,,,,,,,0.0,0.0,0.9600731730461121,0.06915426048705542,0.2566528369983037,0.02673870963555061,0.07004128148158391,0.001582657096092608,1.9293850262959797,0.05564458444691763,1.8567708333333333,0.27447719006245913,,,,,,
1849,3,,,,,,,0.0,0.0,0.9999993642171224,3.6419039527224225e-07,0.2559457023938497,0.030101201408518533,0.0674731582403183,0.015354080985003219,1.8550667762756348,0.007857522049213944,1.8880208333333333,0.1657895212749688,,,,,,
1899,3,,,,,,,0.0,0.0,0.9999992251396179,1.5769906706002895e-07,0.2529584268728892,0.016521426240983957,0.06673434376716614,0.009858937055510358,1.8906370004018147,0.01897126488784085,1.8567708333333333,0.07903120263277874,,,,,,
1949,3,,,,,,,0.0,0.0,0.999999463558197,3.097148193542142e-07,0.2507859120766322,0.03587548412527502,0.06454793860514958,0.02452534235339696,1.9571305116017659,0.07607356585292718,1.8541666666666667,0.14091405477571545,,,,,,
1999,3,,,,,,,0.0,0.0,0.9999994039535522,1.0323827311807139e-07,0.25039496024449664,0.007574624198827927,0.058925095945596695,0.012633537702598199,1.8943822383880615,0.03298890607274169,1.9192708333333333,0.13982701831936248,,,,,,
2049,3,,,,,,,0.0,0.0,0.9847469925880432,0.02641805466154472,0.23650183280309042,0.004903157903704288,0.053803592920303345,0.0031726502875909775,1.9286779165267944,0.052282174158833926,1.8151041666666667,0.047091513854232096,,,,,,
2099,3,,,,,,,0.0,0.0,0.9023775855700175,0.16908605260581674,0.25258582333723706,0.00757810266936291,0.06398800139625867,0.006646252084776752,1.932699203491211,0.04252325985655689,1.8802083333333333,0.06735686018946647,,,,,,
2149,3,,,,,,,0.0,0.0,0.9235402941703796,0.13243121770343508,0.23745856682459512,0.013649245313239699,0.059499130894740425,0.009167010124454521,1.9430784781773884,0.04890254745388729,1.7604166666666667,0.06644453553215142,,,,,,
2199,3,,,,,,,0.0,0.0,0.9999993244806925,3.4412757706023796e-08,0.236537237962087,0.007132201703000693,0.05634684736529986,0.003753193638915961,1.8406538168589275,0.07226375934785517,1.796875,0.071602745233685,,,,,,
2249,3,,,,,,,0.0,0.0,0.9653995831807455,0.05992859589220857,0.23147528866926828,0.006503338787520706,0.0489682008822759,0.0039004730298311924,1.9095628261566162,0.05652648716116343,1.8125,0.109375,,,,,,
2299,3,,,,,,,0.0,0.0,0.9999991655349731,2.1490760299348766e-07,0.24449754257996878,0.021388913219119784,0.06479864940047264,0.014585135186380506,1.8891607522964478,0.04145510692250007,1.7864583333333333,0.12653677722142023,,,,,,
2349,3,,,,,,,0.0,0.0,0.9999991854031881,3.4412757706023796e-08,0.24502005179723105,0.011626336970262868,0.06214259937405586,0.008047102131921377,1.9140472412109375,0.08875554921452727,1.8151041666666667,0.08353653610596583,,,,,,
2399,3,,,,,,,0.0,0.0,0.8863495588302612,0.19684756412161322,0.23073550562063852,0.019837761271320788,0.050647019098202385,0.011567321901866334,1.8955676158269246,0.011689269862089532,1.7916666666666667,0.11057746742480284,,,,,,
2449,3,,,,,,,0.0,0.0,0.999999483426412,2.9402273072697205e-07,0.23852945864200592,0.026920215488941728,0.06076385204990705,0.02214983685255833,1.8585922718048096,0.03880538635776617,1.7682291666666667,0.11384110934580413,,,,,,
2499,3,,,,,,,0.0,0.0,0.9499142368634542,0.06444801114567529,0.24014678100744882,0.03791320036265801,0.057872381061315536,0.01943747837614115,1.8862939675649006,0.06138626229742875,1.8151041666666667,0.20377500166135035,,,,,,
2549,3,,,,,,,0.0,0.0,0.9441223939259847,0.09678187196196048,0.22916891177495322,0.011638981873899307,0.056884489953517914,0.009366768061257986,1.863858977953593,0.016547036949378566,1.7057291666666667,0.027436598314720676,,,,,,
2599,3,,,,,,,0.0,0.0,0.9999995628992716,3.4412757706023796e-08,0.2503778537114461,0.004489517269888609,0.05907071505983671,0.001200969294519136,2.008318463961283,0.058105302822507594,1.9036458333333333,0.047091513854232096,,,,,,
2649,3,,,,,,,0.0,0.0,0.93802809715271,0.10733750360983682,0.23630638420581818,0.023325795401410165,0.051889987041552864,0.009195658023640987,1.9051809708277385,0.059950147455149344,1.8385416666666667,0.15651020001371582,,,,,,
2699,3,,,,,,,0.0,0.0,0.9416118264198303,0.051791425853681766,0.2191420445839564,0.014705408435470193,0.044766925275325775,0.009357320170216309,1.877616008122762,0.03396168999307892,1.7291666666666667,0.05966895436140417,,,,,,
2749,3,,,,,,,0.0,0.0,0.9950445691744486,0.00858171587087222,0.23569572468598685,0.008797948537507323,0.05990034465988477,0.012412965973677758,1.8894341786702473,0.030031538229797206,1.7473958333333333,0.10403637685124052,,,,,,
2799,3,,,,,,,0.0,0.0,0.9829753637313843,0.029486709091678286,0.2247314751148224,0.018824119027445987,0.0474856880803903,0.010722162335709232,1.8717141548792522,0.022200958432908015,1.7604166666666667,0.11753420933746624,,,,,,
2849,3,,,,,,,0.0,0.0,0.999554455280304,0.0007710350571814414,0.2285452981789907,0.00947335275558641,0.04896022876103719,0.006234382345279355,1.9103300174077351,0.09589558273279537,1.78125,0.0390625,,,,,,
2899,3,,,,,,,0.0,0.0,0.9411576986312866,0.10191677160306274,0.21977407733599344,0.004409877565303683,0.03911098465323448,0.007402348444444401,1.8879239956537883,0.054595020257362174,1.7994791666666667,0.04302789490067267,,,,,,
2949,3,,,,,,,0.0,0.0,0.9689114491144816,0.05384633023776956,0.24529720346132913,0.021542896194817536,0.06417497123281161,0.02713498388996589,1.9012855688730876,0.11271321666111203,1.8020833333333333,0.06314768569261532,,,,,,
2999,3,,,,,,,0.0,0.0,0.8977289001146952,0.17713781200300183,0.2223649819691976,0.005029509020720555,0.044417958706617355,0.004917086865025603,1.8767337799072266,0.01600237403426564,1.7708333333333333,0.004510548978043951,,,,,,
3049,3,,,,,,,0.0,0.0,0.8663168748219808,0.2315448809212838,0.2389996349811554,0.03437401226303978,0.05287221694986025,0.017526551834457834,1.8809706370035808,0.08314609615141577,1.8567708333333333,0.18755424562532125,,,,,,
3099,3,,,,,,,0.0,0.0,0.8436784942944845,0.17242226051200263,0.21765523155530295,0.00992829185405567,0.04760598763823509,0.006266393348411765,1.8682056665420532,0.01885603541508234,1.6796875,0.08230979494416202,,,,,,
3149,3,,,,,,,0.0,0.0,0.9301349719365438,0.12100931370590626,0.24352322022120157,0.027178007259167084,0.05767559011777242,0.00826804491002175,1.8855439027150471,0.06047418075315306,1.8567708333333333,0.20556427991526965,,,,,,
3199,3,,,,,,,0.0,0.0,0.9060328006744385,0.16275508595150573,0.22844266394774118,0.02145080583834644,0.04957961415251096,0.0066856104688379206,1.9032309850056965,0.01789265957225044,1.7760416666666667,0.16281769825354778,,,,,,
3249,3,,,,,,,0.0,0.0,0.904999295870463,0.1645453236393078,0.2275790572166443,0.01172986481780468,0.05248438691099485,0.0013516495255737843,1.8193631966908772,0.024053752069652316,1.7421875,0.11666550408646936,,,,,,
3299,3,,,,,,,0.0,0.0,0.999999205271403,1.2407696243918733e-07,0.22546833753585815,0.012180858592739971,0.05015016968051592,0.005988344761189442,1.8742647568384807,0.0168910113065317,1.7395833333333333,0.10196235390860361,,,,,,
3349,3,,,,,,,0.0,0.0,0.9333805243174235,0.11538764560714276,0.23335473239421844,0.023508686912999562,0.05672485505541166,0.019747211860477423,1.875227689743042,0.023628742990060625,1.7526041666666667,0.03853814736184568,,,,,,
3399,3,,,,,,,0.0,0.0,0.9518017570177714,0.08348118625115258,0.22792397439479828,0.023801671792565208,0.04850916936993599,0.008391693168663159,1.8281991481781006,0.033101278370174715,1.7916666666666667,0.18460217290049252,,,,,,
3449,3,,,,,,,0.0,0.0,0.9999993046124777,2.093246331384329e-07,0.22902297476927438,0.013573904912173045,0.04867673913637797,0.007952134352798946,1.8562384843826294,0.09503731437321734,1.796875,0.05633673867912483,,,,,,
3499,3,,,,,,,0.0,0.0,0.999999205271403,1.3765103082409519e-07,0.23330989480018616,0.006259924301831098,0.05522936706741651,0.010803094850798906,1.89008363087972,0.010266113274863998,1.7708333333333333,0.05758683434243745,,,,,,
3549,3,,,,,,,0.0,0.0,0.9999992450078329,9.104759881806056e-08,0.22950069109598795,0.04054171496502312,0.05360722541809082,0.02261529047829177,1.8666904767354329,0.070179527932285,1.7473958333333333,0.1901398368361647,,,,,,
3599,3,,,,,,,0.0,0.0,0.9045796394348145,0.16527203505014576,0.23878849049409231,0.00806841512176385,0.049336755027373634,0.014840958317206084,1.887881914774577,0.0325983229581096,1.8958333333333333,0.07259041596232475,,,,,,
3649,3,,,,,,,0.0,0.0,0.92586882909139,0.1283981285320995,0.21729547282059988,0.007983847781628679,0.04867158085107803,0.004698945988012112,1.8233267466227214,0.021323017247476733,1.6692708333333333,0.03157384284630766,,,,,,
3699,3,,,,,,,0.0,0.0,0.8906192382176717,0.18945215925226155,0.2159604678551356,0.013995179183467012,0.04149423663814863,0.006919409614701227,1.9192791779836018,0.01807571921701972,1.7239583333333333,0.1601721282779352,,,,,,
3749,3,,,,,,,0.0,0.0,0.9589171012242635,0.07115689371479261,0.23416800796985626,0.023824292447202147,0.05063598851362864,0.01567153924822508,1.849296013514201,0.06577553741936361,1.8333333333333333,0.10606985340841824,,,,,,
3799,3,,,,,,,0.0,0.0,0.9999993840853373,1.500017332091083e-07,0.22015516956647238,0.008425325333313069,0.04211146632830302,0.004285886118944926,1.8538496096928914,0.054032991458239345,1.7708333333333333,0.05651701670367371,,,,,,
3849,3,,,,,,,0.0,0.0,0.9834105769793192,0.028732484681350808,0.21786755820115408,0.010381917566577185,0.043918377409378685,0.002711726923699655,1.8350225687026978,0.05952869895940804,1.7291666666666667,0.09450649641470862,,,,,,
3899,3,,,,,,,0.0,0.0,0.9165094892183939,0.14460851614528158,0.219038392106692,0.011957344548240953,0.03625501816471418,0.0016908659730433828,1.8720876773198445,0.06175042936428082,1.8255208333333333,0.11112806402787431,,,,,,
3949,3,,,,,,,0.0,0.0,0.9214706818262736,0.13601599467374773,0.23826138178507486,0.01367856087912464,0.05236377318700155,0.008744857081829628,1.8905410369237263,0.09161275944634507,1.8567708333333333,0.05966895436140417,,,,,,
3999,3,,,,,,,0.0,0.0,0.9200041095415751,0.13855617238368673,0.21777566770712534,0.018082586556445512,0.04461206868290901,0.010108059774791222,1.8215681711832683,0.04775311174689431,1.7213541666666667,0.0828026723728367,,,,,,
4049,3,,,,,,,0.0,0.0,0.8997933268547058,0.17356196514343683,0.21655999620755514,0.016915617333062394,0.04279543956120809,0.0060097155135971445,1.81656018892924,0.013668982031646324,1.7291666666666667,0.11753420933746624,,,,,,
4099,3,,,,,,,0.0,0.0,0.9999993046124777,1.9160212598230353e-07,0.23497814436753592,0.0019728802306186867,0.05385541915893555,0.0038840298236480645,1.836231033007304,0.05598424860263705,1.8072916666666667,0.03252603124165832,,,,,,
4149,3,,,,,,,0.0,0.0,0.9999993244806925,2.816805616767769e-07,0.23486800491809845,0.0045539386169138815,0.05056581273674965,0.0034460613502733223,1.8286569515864055,0.09094299832215773,1.84375,0.078125,,,,,,
4199,3,,,,,,,0.0,0.0,0.9619636734326681,0.06588028233745936,0.23779314259688059,0.024844738470818434,0.05042056615153948,0.007774221991996418,1.8752793471018474,0.07706436296003534,1.8723958333333333,0.20556427991526965,,,,,,
4249,3,,,,,,,0.0,0.0,0.9605307777722677,0.06836140775540771,0.22103244066238403,0.018446538366579886,0.04669663682579994,0.007966974370438418,1.873684287071228,0.06112808842620876,1.7265625,0.11267347735824966,,,,,,
4299,3,,,,,,,0.0,0.0,0.9117863972981771,0.15278946103468402,0.22157399356365204,0.014969133097955646,0.04351309066017469,0.010747809430263426,1.8555690844853718,0.08618597681353996,1.7708333333333333,0.06266254903914564,,,,,,
4349,3,,,,,,,0.0,0.0,0.9999992251396179,5.960464477539063e-08,0.21002985537052155,0.006446477630984802,0.04397434617082278,0.005040696605759277,1.8594576517740886,0.07600535766754837,1.640625,0.04752158226795484,,,,,,
4399,3,,,,,,,0.0,0.0,0.9999992450078329,1.9160212598230353e-07,0.23076962927977243,0.00888194100493307,0.04880740741888682,0.011827978510009149,1.855076551437378,0.05697428956896754,1.8151041666666667,0.11167594605412275,,,,,,
4449,3,,,,,,,0.0,0.0,0.9999993840853373,2.408893039421666e-07,0.23023236294587454,0.02138752795784993,0.054150406271219254,0.008393036129818949,1.8855403661727905,0.05117670129448814,1.75,0.14636714058746245,,,,,,
4499,3,,,,,,,0.0,0.0,0.9999992847442627,1.5769906706002895e-07,0.23481502632300058,0.004117082625783833,0.0503375418484211,0.008096626465551114,1.8461859623591106,0.07480060506065035,1.8411458333333333,0.07667933262674717,,,,,,
4549,3,,,,,,,0.0,0.0,0.9999991655349731,1.0323827311807139e-07,0.21730794509251913,0.014872726684182347,0.043399194876352944,0.008910757191195665,1.8960834344228108,0.07858781161168485,1.7213541666666667,0.13103901693134504,,,,,,
4599,3,,,,,,,0.0,0.0,0.9999993642171224,6.882551541204759e-08,0.23878572384516397,0.008940566088078979,0.05973327656586965,0.0026646821334978454,1.8896197477976482,0.021073138351316033,1.7786458333333333,0.11303403340734743,,,,,,
4649,3,,,,,,,0.0,0.0,0.8995367089907328,0.17400623384523733,0.21951483686765036,0.012730906780585294,0.04046600808699926,0.007415043918097728,1.8567065000534058,0.059262136426815444,1.78125,0.0900981452708656,,,,,,
4699,3,,,,,,,0.0,0.0,0.9199110865592957,0.13871703481966993,0.23179721335570017,0.026323674127481236,0.04779492815335592,0.013091716481915346,1.863769769668579,0.03289322326647937,1.8359375,0.16143733062321738,,,,,,
4749,3,,,,,,,0.0,0.0,0.8452218373616537,0.16148127350636446,0.20894722143809,0.011911914888840129,0.04167711486419042,0.006083635321711665,1.818156401316325,0.09953322156174839,1.65625,0.11666550408646936,,,,,,
4799,3,,,,,,,0.0,0.0,0.999999205271403,1.2407696243918733e-07,0.22237862149874368,0.017753916392325465,0.05234231303135554,0.013313933607357317,1.8343602021535237,0.05047873077313902,1.6848958333333333,0.044423755492791615,,,,,,
4849,3,,,,,,,0.0,0.0,0.8841258486111959,0.12551034453534043,0.21599899232387543,0.011729249621215977,0.04441801210244497,0.010575951374019194,1.826067288716634,0.044748019084325075,1.703125,0.07694420157653206,,,,,,
4899,3,,,,,,,0.0,0.0,0.8998490571975708,0.1734653857388198,0.21259033679962158,0.019103490102787602,0.04170042214294275,0.013998606676378167,1.8871684869130452,0.07171843301066423,1.6901041666666667,0.07002255031119142,,,,,,
4949,3,,,,,,,0.0,0.0,0.9518598318099976,0.08337982347331353,0.21437551577885947,0.011913243778319977,0.04286980628967285,0.004468313173153487,1.8510911067326863,0.05084711292678967,1.7005208333333333,0.07707629472369136,,,,,,
4999,3,,,,,,,0.0,0.0,0.969193677107493,0.053357032442534535,0.22537195682525635,0.01190415239359537,0.050508556266625725,0.006295801545501818,1.8613393306732178,0.045949891439676385,1.7369791666666667,0.07507049638228945,0.23911625146865845,0.0022142154316040154,0.04505700618028641,0.0010357599468295508,2.1555989583333335,0.01978094925506565
