horizon,mse_mean,mse_std,n_seeds
1,0.00559552846243605,5.791326837166706e-05,2
3,0.02912891621235758,0.005424819982785622,2
5,0.0483389861183241,0.0015175043599882005,2
10,0.2707374538294971,0.005557996450818206,2
15,1.4199094139039516,0.1543679903917359,2
20,1.9179896302521229,0.4816219161016058,2
