step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_pre_clip_mean,fit/grad_norm_pre_clip_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std
99,2,,,,,0.0,0.0,0.06310419738292694,0.0007629843985927147,0.12540047988295555,0.010869677499315635,0.12540047988295555,0.010869677499315635,,,,
149,2,,,,,0.0,0.0,0.05841338634490967,0.016199267665707656,0.08028098940849304,0.003637431077172071,0.08028098940849304,0.003637431077172071,,,,
199,2,,,,,0.0,0.0,0.0633489191532135,0.007874569661805653,0.09567210450768471,0.017200429173591495,0.09567210450768471,0.017200429173591495,,,,
249,2,,,,,0.0,0.0,0.05416662245988846,0.0031970228520135473,0.0648785587400198,0.004590974548772697,0.0648785587400198,0.004590974548772697,,,,
299,2,,,,,0.0,0.0,0.07269838824868202,0.015260810131695895,0.07075489312410355,0.010579543862522705,0.07075489312410355,0.010579543862522705,,,,
349,2,,,,,0.0,0.0,0.09824132174253464,0.011967007578789208,0.06303277425467968,0.01395369674793738,0.06303277425467968,0.01395369674793738,,,,
399,2,,,,,0.0,0.0,0.0638191569596529,0.017475893072924603,0.03982088528573513,0.011357219071999497,0.03982088528573513,0.011357219071999497,,,,
449,2,,,,,0.0,0.0,0.11012376472353935,0.001311541437030192,0.06725375726819038,0.01225107206939657,0.06725375726819038,0.01225107206939657,,,,
499,2,,,,,0.0,0.0,0.08440854772925377,0.009421301050238761,0.0455721952021122,0.00011734736296645671,0.0455721952021122,0.00011734736296645671,,,,
549,2,,,,,0.0,0.0,0.09838714450597763,0.002982911593222142,0.05272614769637585,0.016474120435737354,0.05272614769637585,0.016474120435737354,,,,
599,2,,,,,0.0,0.0,0.08464555442333221,0.007710091585491889,0.03803316503763199,0.004203652913491677,0.03803316503763199,0.004203652913491677,,,,
649,2,,,,,0.0,0.0,0.08503109961748123,0.0052154723056927095,0.03973974287509918,0.0020330322632639316,0.03973974287509918,0.0020330322632639316,,,,
699,2,,,,,0.0,0.0,0.09561485797166824,0.01692974630738634,0.04793526418507099,0.012041220276482797,0.04793526418507099,0.012041220276482797,,,,
749,2,,,,,0.0,0.0,0.12490677088499069,0.04701096361397567,0.06020050309598446,0.01897638936854126,0.06020050309598446,0.01897638936854126,,,,
799,2,,,,,0.0,0.0,0.10472937300801277,0.014476699625287096,0.046440962702035904,0.005768370469526809,0.046440962702035904,0.005768370469526809,,,,
849,2,,,,,0.0,0.0,0.08973946422338486,0.008903795702441685,0.041713545098900795,0.006054281518934555,0.041713545098900795,0.006054281518934555,,,,
899,2,,,,,0.0,0.0,0.08864771202206612,0.008631743063659929,0.03755337744951248,0.0029600311228367903,0.03755337744951248,0.0029600311228367903,,,,
949,2,,,,,0.0,0.0,0.10446523502469063,0.00233643688898173,0.04636370576918125,0.011197414027514379,0.04636370576918125,0.011197414027514379,,,,
999,2,,,,,0.0,0.0,0.09527254477143288,0.029105501958493943,0.03503165580332279,0.008408098714570964,0.03503165580332279,0.008408098714570964,,,,
1049,2,,,,,0.0,0.0,0.10558370128273964,0.006190007542029793,0.044806452468037605,0.0042494533669328585,0.044806452468037605,0.0042494533669328585,,,,
1099,2,,,,,0.0,0.0,0.11223741993308067,0.013367636916859302,0.03914252668619156,0.003344141695096887,0.03914252668619156,0.003344141695096887,,,,
1149,2,,,,,0.0,0.0,0.10729049518704414,0.018648679182122836,0.042146604508161545,0.009791998387960266,0.042146604508161545,0.009791998387960266,,,,
1199,2,,,,,0.0,0.0,0.10459979623556137,0.018222263710669928,0.041686179116368294,0.007914158723447542,0.041686179116368294,0.007914158723447542,,,,
1249,2,,,,,0.0,0.0,0.09490182250738144,0.002641227092344324,0.0354218240827322,0.005598231544622426,0.0354218240827322,0.005598231544622426,,,,
1299,2,,,,,0.0,0.0,0.11978653818368912,0.007956766553114024,0.04236546717584133,0.003002902370306465,0.04236546717584133,0.003002902370306465,,,,
1349,2,,,,,0.0,0.0,0.0972147099673748,0.02119714106089468,0.03230703994631767,5.0876514508712956e-05,0.03230703994631767,5.0876514508712956e-05,,,,
1399,2,,,,,0.0,0.0,0.11407201364636421,0.03769718971100033,0.03531237132847309,0.007587510110775985,0.03531237132847309,0.007587510110775985,,,,
1449,2,,,,,0.0,0.0,0.11880860105156898,0.0067489379735570145,0.038722891360521317,0.004032331242650956,0.038722891360521317,0.004032331242650956,,,,
1499,2,,,,,0.0,0.0,0.10338134691119194,0.0021091494716746063,0.029281191527843475,0.001573615809426995,0.029281191527843475,0.001573615809426995,,,,
1549,2,,,,,0.0,0.0,0.10046405717730522,0.02995354923409377,0.03761943802237511,0.011250890475740608,0.03761943802237511,0.011250890475740608,,,,
1599,2,,,,,0.0,0.0,0.11380232498049736,0.01674703445073555,0.0487721785902977,0.00403661968448694,0.0487721785902977,0.00403661968448694,,,,
1649,2,,,,,0.0,0.0,0.11296190321445465,0.01301182795337427,0.03645282983779907,0.009888625306527555,0.03645282983779907,0.009888625306527555,,,,
1699,2,,,,,0.0,0.0,0.09643764421343803,0.02103648781108328,0.03191130142658949,0.016550721015816887,0.03191130142658949,0.016550721015816887,,,,
1749,2,,,,,0.0,0.0,0.10779192671179771,0.00967499346813796,0.040386877954006195,0.008171351963951176,0.040386877954006195,0.008171351963951176,,,,
1799,2,,,,,0.0,0.0,0.13415953144431114,0.045083877991156,0.037016211077570915,6.513005183949093e-05,0.037016211077570915,6.513005183949093e-05,,,,
1849,2,,,,,0.0,0.0,0.13887812569737434,0.03041880829480553,0.04028008691966534,0.0015869737262269165,0.04028008691966534,0.0015869737262269165,,,,
1899,2,,,,,0.0,0.0,0.11182224005460739,0.0020703058824157535,0.032770550809800625,0.007580886470114696,0.032770550809800625,0.007580886470114696,,,,
1949,2,,,,,0.0,0.0,0.11856716871261597,0.02358208897251245,0.03730136714875698,0.006091802750821378,0.03730136714875698,0.006091802750821378,,,,
1999,2,,,,,0.0,0.0,0.10970649495720863,0.010138218943409069,0.030627640895545483,0.00259573088646583,0.030627640895545483,0.00259573088646583,,,,
2049,2,,,,,0.0,0.0,0.08986539021134377,0.005459328702820679,0.0329711539670825,0.005566203891021194,0.0329711539670825,0.005566203891021194,,,,
2099,2,,,,,0.0,0.0,0.11415812373161316,0.0021894444864439234,0.03848485089838505,0.0017263270124721238,0.03848485089838505,0.0017263270124721238,,,,
2149,2,,,,,0.0,0.0,0.10286027565598488,0.013171590851010878,0.03436536435037851,0.005402634606128447,0.03436536435037851,0.005402634606128447,,,,
2199,2,,,,,0.0,0.0,0.11363648995757103,0.009574378404030328,0.0357610248029232,0.0037178946793354315,0.0357610248029232,0.0037178946793354315,,,,
2249,2,,,,,0.0,0.0,0.09758513793349266,0.005740016177191105,0.030742418952286243,0.0021960496878589897,0.030742418952286243,0.0021960496878589897,,,,
2299,2,,,,,0.0,0.0,0.11748477444052696,0.003204008692154228,0.03334047179669142,0.0034365710509702933,0.03334047179669142,0.0034365710509702933,,,,
2349,2,,,,,0.0,0.0,0.12989768385887146,0.033005154922032605,0.034515995532274246,0.004271372362336556,0.034515995532274246,0.004271372362336556,,,,
2399,2,,,,,0.0,0.0,0.11020733416080475,0.0021695722473710367,0.03599368967115879,0.0018143981207917007,0.03599368967115879,0.0018143981207917007,,,,
2449,2,,,,,0.0,0.0,0.12084756419062614,0.0009844713558735266,0.0359595138579607,0.0030798098321267193,0.0359595138579607,0.0030798098321267193,,,,
2499,2,,,,,0.0,0.0,0.11155929788947105,0.04734189540012715,0.031552938744425774,0.00952968957371862,0.031552938744425774,0.00952968957371862,,,,
2549,2,,,,,0.0,0.0,0.10117052122950554,0.018899979766369042,0.033553944900631905,0.011600216727089057,0.033553944900631905,0.011600216727089057,,,,
2599,2,,,,,0.0,0.0,0.1331533044576645,0.022097571600837484,0.035736702382564545,0.004457914313845773,0.035736702382564545,0.004457914313845773,,,,
2649,2,,,,,0.0,0.0,0.10796695202589035,0.012749453284681828,0.03158277925103903,0.003659480464388348,0.03158277925103903,0.003659480464388348,,,,
2699,2,,,,,0.0,0.0,0.10240325331687927,0.007050967558342145,0.03443399164825678,0.012280294323393795,0.03443399164825678,0.012280294323393795,,,,
2749,2,,,,,0.0,0.0,0.127156600356102,0.02871563834141211,0.039620235562324524,0.0033064255340357006,0.039620235562324524,0.0033064255340357006,,,,
2799,2,,,,,0.0,0.0,0.08775097504258156,0.008162901520824743,0.028407059609889984,0.005776641788547072,0.028407059609889984,0.005776641788547072,,,,
2849,2,,,,,0.0,0.0,0.09304612502455711,0.02202796081216568,0.026375514455139637,0.004121944662208229,0.026375514455139637,0.004121944662208229,,,,
2899,2,,,,,0.0,0.0,0.1111082099378109,0.03433078394317756,0.025947176851332188,0.004081665445921974,0.025947176851332188,0.004081665445921974,,,,
2949,2,,,,,0.0,0.0,0.10780169814825058,0.0006582916268916539,0.028651348315179348,0.007418600029923498,0.028651348315179348,0.007418600029923498,,,,
2999,2,,,,,0.0,0.0,0.10029285401105881,0.012189458645229707,0.03297433443367481,0.0010145931816686563,0.03297433443367481,0.0010145931816686563,,,,
3049,2,,,,,0.0,0.0,0.10751795023679733,0.0399967375708229,0.036579678766429424,0.02076545855046693,0.036579678766429424,0.02076545855046693,,,,
3099,2,,,,,0.0,0.0,0.12662877514958382,0.011757616767031022,0.034144291654229164,0.0013447715929030002,0.034144291654229164,0.0013447715929030002,,,,
3149,2,,,,,0.0,0.0,0.11315863579511642,0.009920915060842963,0.031688060611486435,0.0029117097610190505,0.031688060611486435,0.0029117097610190505,,,,
3199,2,,,,,0.0,0.0,0.12386757135391235,0.020876851353992205,0.03259716834872961,0.010943098626510628,0.03259716834872961,0.010943098626510628,,,,
3249,2,,,,,0.0,0.0,0.12490154057741165,0.003324490726978683,0.031473335810005665,0.002635630781115487,0.031473335810005665,0.002635630781115487,,,,
3299,2,,,,,0.0,0.0,0.11932254955172539,0.006146880779291021,0.0333050861954689,0.0003060440721057931,0.0333050861954689,0.0003060440721057931,,,,
3349,2,,,,,0.0,0.0,0.10571074113249779,0.019358916799804168,0.03183329477906227,0.0029580291475325227,0.03183329477906227,0.0029580291475325227,,,,
3399,2,,,,,0.0,0.0,0.08232096210122108,0.010337225825365382,0.02610295917838812,0.0019188393284907122,0.02610295917838812,0.0019188393284907122,,,,
3449,2,,,,,0.0,0.0,0.13697128370404243,0.017258012305369504,0.02957896050065756,0.0008119313776930382,0.02957896050065756,0.0008119313776930382,,,,
3499,2,,,,,0.0,0.0,0.09599952772259712,0.028169620650597412,0.028786729089915752,0.009768323712898288,0.028786729089915752,0.009768323712898288,,,,
3549,2,,,,,0.0,0.0,0.15430449694395065,0.029386057723962772,0.03146230708807707,0.009167752195042303,0.03146230708807707,0.009167752195042303,,,,
3599,2,,,,,0.0,0.0,0.09427297115325928,0.007771594374181411,0.02412431314587593,0.0028805606057914677,0.02412431314587593,0.0028805606057914677,,,,
3649,2,,,,,0.0,0.0,0.11764652281999588,0.029355121937155778,0.03109040204435587,0.0027137552331864927,0.03109040204435587,0.0027137552331864927,,,,
3699,2,,,,,0.0,0.0,0.09962818771600723,0.01470993501659032,0.024171030148863792,0.002036456694705442,0.024171030148863792,0.002036456694705442,,,,
3749,2,,,,,0.0,0.0,0.0970177873969078,0.01758254830725945,0.029285633005201817,0.009452841380904086,0.029285633005201817,0.009452841380904086,,,,
3799,2,,,,,0.0,0.0,0.07990691810846329,0.0009564384332577182,0.020807700231671333,0.0009841236443733118,0.020807700231671333,0.0009841236443733118,,,,
3849,2,,,,,0.0,0.0,0.09677571058273315,0.008527361124966635,0.028924216516315937,0.0037646763640935077,0.028924216516315937,0.0037646763640935077,,,,
3899,2,,,,,0.0,0.0,0.09637180715799332,0.020183093154078634,0.023128650151193142,0.0029622319785824686,0.023128650151193142,0.0029622319785824686,,,,
3949,2,,,,,0.0,0.0,0.11910496652126312,0.0187899922968238,0.030183267779648304,0.011237665584931299,0.030183267779648304,0.011237665584931299,,,,
3999,2,,,,,0.0,0.0,0.1201726533472538,0.006262784612695979,0.026368518359959126,0.002035946981256263,0.026368518359959126,0.002035946981256263,,,,
4049,2,,,,,0.0,0.0,0.09845386445522308,0.01798898090416213,0.024621285498142242,0.002676061462638578,0.024621285498142242,0.002676061462638578,,,,
4099,2,,,,,0.0,0.0,0.11099959164857864,0.0017944336854876966,0.029000726528465748,0.004055136638962398,0.029000726528465748,0.004055136638962398,,,,
4149,2,,,,,0.0,0.0,0.11151519790291786,0.0022443354882732986,0.02462744154036045,0.0020184178435427792,0.02462744154036045,0.0020184178435427792,,,,
4199,2,,,,,0.0,0.0,0.08992718532681465,0.011643862422900119,0.025833585299551487,0.002724876732837305,0.025833585299551487,0.002724876732837305,,,,
4249,2,,,,,0.0,0.0,0.09450598806142807,0.0058053701341633105,0.025202248245477676,0.0004838194791247442,0.025202248245477676,0.0004838194791247442,,,,
4299,2,,,,,0.0,0.0,0.11596668139100075,0.013654393537415297,0.022938745096325874,0.0019179476592269035,0.022938745096325874,0.0019179476592269035,,,,
4349,2,,,,,0.0,0.0,0.11673889681696892,0.010097873872672015,0.02985608484596014,0.0010156481699704445,0.02985608484596014,0.0010156481699704445,,,,
4399,2,,,,,0.0,0.0,0.14633829146623611,0.031349131487054684,0.03277382627129555,0.0015490652701693993,0.03277382627129555,0.0015490652701693993,,,,
4449,2,,,,,0.0,0.0,0.11682282015681267,0.045437110728525805,0.02956741489470005,0.008931588914856587,0.02956741489470005,0.008931588914856587,,,,
4499,2,,,,,0.0,0.0,0.09622694924473763,0.010014117547968741,0.024010881781578064,0.004004248270652541,0.024010881781578064,0.004004248270652541,,,,
4549,2,,,,,0.0,0.0,0.09387460723519325,0.005267065316626108,0.023566115647554398,0.0016043408619914367,0.023566115647554398,0.0016043408619914367,,,,
4599,2,,,,,0.0,0.0,0.12622727826237679,0.02703700839056416,0.034048400819301605,0.011488672458326944,0.034048400819301605,0.011488672458326944,,,,
4649,2,,,,,0.0,0.0,0.10808819532394409,0.0031874081021969996,0.023671269416809082,2.4028972007273458e-05,0.023671269416809082,2.4028972007273458e-05,,,,
4699,2,,,,,0.0,0.0,0.10950439423322678,0.02785012119710452,0.027530736289918423,0.0008278154712255814,0.027530736289918423,0.0008278154712255814,,,,
4749,2,,,,,0.0,0.0,0.1198267973959446,0.008254328571957,0.029679504223167896,0.004092494551811241,0.029679504223167896,0.004092494551811241,,,,
4799,2,,,,,0.0,0.0,0.13956325873732567,0.02240878919859799,0.02947566658258438,0.0014186207740281823,0.02947566658258438,0.0014186207740281823,,,,
4849,2,,,,,0.0,0.0,0.11735309660434723,0.007579278304426201,0.028381582349538803,0.0027654839042885355,0.028381582349538803,0.0027654839042885355,,,,
4899,2,,,,,0.0,0.0,0.10492503270506859,0.01597223839784766,0.024941486306488514,0.008889835875961467,0.024941486306488514,0.008889835875961467,,,,
4949,2,,,,,0.0,0.0,0.10053124651312828,0.001289330047864951,0.0246227839961648,0.004348167871590453,0.0246227839961648,0.004348167871590453,,,,
4999,2,,,,,0.0,0.0,0.12425828352570534,0.03551975707638201,0.02764149196445942,0.007177405469696795,0.02764149196445942,0.007177405469696795,,,,
5049,2,,,,,0.0,0.0,0.09474329650402069,0.0005377727135747524,0.024884718470275402,0.0006610087815315906,0.024884718470275402,0.0006610087815315906,,,,
5099,2,,,,,0.0,0.0,0.09087015688419342,0.004212588045375987,0.028009653091430664,0.0012678061791660438,0.028009653091430664,0.0012678061791660438,,,,
5149,2,,,,,0.0,0.0,0.09444355964660645,0.01477671669805583,0.027310099452733994,0.010937275775971044,0.027310099452733994,0.010937275775971044,,,,
5199,2,,,,,0.0,0.0,0.11670461669564247,0.0035660606575749357,0.025967412628233433,0.001780924303450939,0.025967412628233433,0.001780924303450939,,,,
5249,2,,,,,0.0,0.0,0.13242090493440628,0.0035467521326008823,0.031507255509495735,0.003913758986899652,0.031507255509495735,0.003913758986899652,,,,
5299,2,,,,,0.0,0.0,0.09346446767449379,0.01843297161144408,0.023858102038502693,0.0045936192635167555,0.023858102038502693,0.0045936192635167555,,,,
5349,2,,,,,0.0,0.0,0.08785505965352058,0.011283043252798356,0.02425862941890955,0.005616205858423306,0.02425862941890955,0.005616205858423306,,,,
5399,2,,,,,0.0,0.0,0.10868434235453606,0.005426654358512608,0.02616908773779869,0.0008389356537873776,0.02616908773779869,0.0008389356537873776,,,,
5449,2,,,,,0.0,0.0,0.12060287594795227,0.004317923556516838,0.026933683082461357,0.001711957571307941,0.026933683082461357,0.001711957571307941,,,,
5499,2,,,,,0.0,0.0,0.11352606117725372,0.0023421741287352753,0.025008052587509155,0.003022505923220095,0.025008052587509155,0.003022505923220095,,,,
5549,2,,,,,0.0,0.0,0.13040758296847343,0.01664021326318469,0.030939947813749313,0.005368460097431191,0.030939947813749313,0.005368460097431191,,,,
5599,2,,,,,0.0,0.0,0.12023168057203293,0.03341253582302678,0.021721186116337776,0.0005648362586748102,0.021721186116337776,0.0005648362586748102,,,,
5649,2,,,,,0.0,0.0,0.1434195563197136,0.03163606723171685,0.03338751941919327,0.0018004606848247545,0.03338751941919327,0.0018004606848247545,,,,
5699,2,,,,,0.0,0.0,0.1017998494207859,0.009139043605761303,0.029247247613966465,0.0019129097937408356,0.029247247613966465,0.0019129097937408356,,,,
5749,2,,,,,0.0,0.0,0.17683879658579826,0.09324326947006864,0.03416783828288317,0.009527409692631985,0.03416783828288317,0.009527409692631985,,,,
5799,2,,,,,0.0,0.0,0.09575460478663445,0.030976885252650403,0.023632816970348358,0.008572268592054993,0.023632816970348358,0.008572268592054993,,,,
5849,2,,,,,0.0,0.0,0.09228396415710449,0.014551346962355953,0.026867670007050037,0.005531406399219388,0.026867670007050037,0.005531406399219388,,,,
5899,2,,,,,0.0,0.0,0.1342209279537201,0.0219542933893247,0.034101477824151516,0.012006505761288996,0.034101477824151516,0.012006505761288996,,,,
5949,2,,,,,0.0,0.0,0.0977441854774952,0.002779294899709949,0.024336520582437515,0.0007910410288108104,0.024336520582437515,0.0007910410288108104,,,,
5999,2,,,,,0.0,0.0,0.12014465034008026,0.03928478246906475,0.0283106230199337,0.0076713955102028246,0.0283106230199337,0.0076713955102028246,,,,
6049,2,,,,,0.0,0.0,0.1310410536825657,0.050353761878276275,0.03356226719915867,0.009704477822849363,0.03356226719915867,0.009704477822849363,,,,
6099,2,,,,,0.0,0.0,0.11705029383301735,0.017782740569330133,0.031075362116098404,0.013041941876635304,0.031075362116098404,0.013041941876635304,,,,
6149,2,,,,,0.0,0.0,0.12201451137661934,0.02859838054049874,0.02661285549402237,0.006594280112946289,0.02661285549402237,0.006594280112946289,,,,
6199,2,,,,,0.0,0.0,0.1011214628815651,0.047185114392022685,0.025114908814430237,0.005320188784996058,0.025114908814430237,0.005320188784996058,,,,
6249,2,,,,,0.0,0.0,0.13351770490407944,0.020788395655679966,0.025796469300985336,0.0012259069433901513,0.025796469300985336,0.0012259069433901513,,,,
6299,2,,,,,0.0,0.0,0.14042693376541138,0.005278408087231602,0.02767451759427786,0.0048204022357307644,0.02767451759427786,0.0048204022357307644,,,,
6349,2,,,,,0.0,0.0,0.11912515386939049,0.006618440793855158,0.028587101958692074,0.00299282005388925,0.028587101958692074,0.00299282005388925,,,,
6399,2,,,,,0.0,0.0,0.1097644716501236,0.009439819321803235,0.02680501528084278,0.0031032645533230316,0.02680501528084278,0.0031032645533230316,,,,
6449,2,,,,,0.0,0.0,0.11002737656235695,0.016910100607624202,0.03082615975290537,0.009915508410432424,0.03082615975290537,0.009915508410432424,,,,
6499,2,,,,,0.0,0.0,0.10441488772630692,0.002022469209355889,0.025521643459796906,0.006420621926191246,0.025521643459796906,0.006420621926191246,,,,
6549,2,,,,,0.0,0.0,0.09583142027258873,0.01750471888312802,0.02129581943154335,0.00010324133960546686,0.02129581943154335,0.00010324133960546686,,,,
6599,2,,,,,0.0,0.0,0.1261533908545971,0.02845374309312148,0.035819286480546,0.011149809162121323,0.035819286480546,0.011149809162121323,,,,
6649,2,,,,,0.0,0.0,0.10048960894346237,0.00018791172408582103,0.023232197389006615,0.0011184245771532757,0.023232197389006615,0.0011184245771532757,,,,
6699,2,,,,,0.0,0.0,0.10921929404139519,0.010938692963752224,0.02192519698292017,0.0017376052457158358,0.02192519698292017,0.0017376052457158358,,,,
6749,2,,,,,0.0,0.0,0.13307910040020943,0.04786800397337651,0.03583796136081219,0.012798662364496328,0.03583796136081219,0.012798662364496328,,,,
6799,2,,,,,0.0,0.0,0.13225329294800758,0.01742438698986626,0.03224919456988573,0.006495960734993485,0.03224919456988573,0.006495960734993485,,,,
6849,2,,,,,0.0,0.0,0.1470666490495205,0.03969466583918926,0.0367736155167222,0.014699054544229428,0.0367736155167222,0.014699054544229428,,,,
6899,2,,,,,0.0,0.0,0.11952929943799973,0.026141382591351597,0.034603084437549114,0.013668666831081314,0.034603084437549114,0.013668666831081314,,,,
6949,2,,,,,0.0,0.0,0.15197862684726715,0.01172436817191199,0.028981567360460758,0.004129546900008382,0.028981567360460758,0.004129546900008382,,,,
6999,2,,,,,0.0,0.0,0.09156356006860733,0.0023922761949026006,0.023053654469549656,0.0016258950237377113,0.023053654469549656,0.0016258950237377113,,,,
7049,2,,,,,0.0,0.0,0.09021482989192009,0.006242870226774582,0.023924817331135273,0.00158424340069682,0.023924817331135273,0.00158424340069682,,,,
7099,2,,,,,0.0,0.0,0.10080095753073692,0.00330638338718719,0.02588745392858982,0.00043977075407479607,0.02588745392858982,0.00043977075407479607,,,,
7149,2,,,,,0.0,0.0,0.102706678211689,0.004876190175180013,0.02652784902602434,0.0007514164057654902,0.02652784902602434,0.0007514164057654902,,,,
7199,2,,,,,0.0,0.0,0.1244363896548748,0.014173084265326742,0.03349422663450241,0.0002931471364614596,0.03349422663450241,0.0002931471364614596,,,,
7249,2,,,,,0.0,0.0,0.12502019107341766,0.04889677166703499,0.027502951212227345,0.009068999494803246,0.027502951212227345,0.009068999494803246,,,,
7299,2,,,,,0.0,0.0,0.11958666890859604,0.027872163998875717,0.026849365793168545,0.001066016288118995,0.026849365793168545,0.001066016288118995,,,,
7349,2,,,,,0.0,0.0,0.11972720921039581,0.018678176707724398,0.026326715014874935,0.002383265988944381,0.026326715014874935,0.002383265988944381,,,,
7399,2,,,,,0.0,0.0,0.09037954732775688,0.015765919037674707,0.021885753609240055,0.00039517543708322226,0.021885753609240055,0.00039517543708322226,,,,
7449,2,,,,,0.0,0.0,0.1218956708908081,0.008036097458723654,0.03389500454068184,0.007662239107363833,0.03389500454068184,0.007662239107363833,,,,
7499,2,,,,,0.0,0.0,0.09756623208522797,0.029667156130106183,0.021373353898525238,0.007324239821552686,0.021373353898525238,0.007324239821552686,,,,
7549,2,,,,,0.0,0.0,0.1030547022819519,0.007172160821235221,0.02737793419510126,0.0020167306525133272,0.02737793419510126,0.0020167306525133272,,,,
7599,2,,,,,0.0,0.0,0.08661814406514168,0.0009130008375111781,0.023919041268527508,0.004160925228724742,0.023919041268527508,0.004160925228724742,,,,
7649,2,,,,,0.0,0.0,0.1063891053199768,0.004409529731755266,0.0224817031994462,0.0009938924936047275,0.0224817031994462,0.0009938924936047275,,,,
7699,2,,,,,0.0,0.0,0.11708421632647514,0.024833160218641636,0.030519274063408375,0.00192646263971512,0.030519274063408375,0.00192646263971512,,,,
7749,2,,,,,0.0,0.0,0.10682030022144318,0.008646183627630973,0.02616302389651537,0.002673723629635239,0.02616302389651537,0.002673723629635239,,,,
7799,2,,,,,0.0,0.0,0.08854475617408752,0.004303783288841433,0.022036990150809288,0.002964011365843038,0.022036990150809288,0.002964011365843038,,,,
7849,2,,,,,0.0,0.0,0.09180918708443642,0.015136287267770459,0.02466879040002823,0.00020105890664318804,0.02466879040002823,0.00020105890664318804,,,,
7899,2,,,,,0.0,0.0,0.12270768731832504,0.03465639468970454,0.029940697364509106,0.009068148655298933,0.029940697364509106,0.009068148655298933,,,,
7949,2,,,,,0.0,0.0,0.12483935058116913,0.00015384653377689095,0.026989088393747807,0.00027718006632091054,0.026989088393747807,0.00027718006632091054,,,,
7999,2,,,,,0.0,0.0,0.09506653994321823,0.017428206548012557,0.019765916280448437,0.00360963391349012,0.019765916280448437,0.00360963391349012,0.022945045493543148,0.000857974175513158,0.022945045493543148,0.000857974175513158
